email_size,attachment_count,hour,day_of_week,content_length
24498,0,11,4,317
19185,7,11,4,359
22027,0,11,4,414
27374,0,11,4,318
34235,0,11,4,404
43916,0,11,4,323
16183,0,11,4,309
62496,0,11,4,431
20933,0,11,4,299
21192,0,11,4,397
30807,4,11,4,317
20543,1,11,4,417
29451,2,11,4,411
39412,0,11,4,232
25485,0,11,4,422
17602,0,11,4,352
23856,1,11,4,285
52587,0,11,4,296
30039,0,11,4,328
18749,0,11,4,432
41375,0,11,4,376
42708,0,11,4,379
16331,2,11,4,386
26224,1,11,4,285
25519,2,11,4,371
59342,0,11,4,323
34857,0,11,4,336
22622,4,11,4,259
27262,4,11,4,390
47014,3,11,4,462
54933,1,11,4,379
29290,0,11,4,384
17104,0,11,4,340
19240,0,11,4,409
61601,0,11,4,443
23328,0,11,4,380
23926,0,11,4,267
26247,0,11,4,505
26615,0,11,4,283
41098,0,11,4,292
28921,0,11,4,313
38693,0,11,4,348
26523,0,11,4,284
69665,0,11,4,315
29352,1,11,4,462
27328,0,11,4,390
26748,2,11,4,335
25666,0,11,4,210
23561,0,11,4,419
23136,0,11,4,326
16725,1,11,4,527
23784,0,11,4,251
14917,0,11,4,241
44416,0,11,4,330
57234,0,11,4,517
41260,2,11,4,324
48295,0,11,4,383
39429,0,11,4,282
59846,0,11,4,455
23658,0,11,4,294
32051,0,11,4,165
34534,0,11,4,346
50266,1,11,4,357
36305,0,11,4,261
36944,1,11,4,247
26264,0,11,4,213
33959,0,11,4,323
32464,0,11,4,433
24099,0,11,4,350
29464,0,11,4,372
18536,0,11,4,246
27278,0,11,4,288
29570,1,11,4,391
36312,2,11,4,333
27038,0,11,4,362
21653,1,11,4,468
20626,0,11,4,412
26140,0,11,4,399
36034,0,11,4,275
37268,0,11,4,414
35798,0,11,4,244
29226,0,11,4,383
27642,0,11,4,371
23378,0,11,4,311
39962,0,11,4,313
25108,2,11,4,462
31160,0,11,4,269
26769,0,11,4,477
18004,0,11,4,383
29744,0,11,4,343
19142,0,11,4,403
23965,0,11,4,173
34569,0,11,4,353
26551,0,11,4,369
25156,0,11,4,391
32535,0,11,4,298
37309,0,11,4,438
9059,0,11,4,313
49215,4,11,4,397
37693,1,11,4,355
32135,0,11,4,278
25437,0,11,4,331
19285,0,11,4,320
38967,0,11,4,337
17168,0,11,4,268
38166,0,11,4,357
17283,1,11,4,353
21876,0,11,4,372
39916,0,11,4,553
29212,0,11,4,339
16809,0,11,4,273
17249,0,11,4,220
33622,0,11,4,530
14086,0,11,4,320
33059,2,11,4,349
64491,0,11,4,401
30879,0,11,4,422
64215,0,11,4,407
38872,0,11,4,386
26597,0,11,4,367
28387,0,11,4,351
25950,0,11,4,403
24340,0,11,4,249
24582,2,11,4,432
18799,0,11,4,375
30037,2,11,4,292
36218,0,11,4,245
33575,1,11,4,349
41652,0,11,4,388
26357,0,11,4,330
30981,0,11,4,353
23132,0,11,4,505
33635,0,11,4,486
19907,0,11,4,351
41064,1,11,4,457
23430,1,11,4,485
20847,0,11,4,560
31244,0,11,4,417
37452,0,11,4,380
12571,0,11,4,339
45373,0,11,4,290
22387,0,11,4,322
23107,5,11,4,350
14827,2,11,4,327
53495,0,11,4,304
34222,0,11,4,433
33909,0,11,4,368
30997,0,11,4,188
42718,0,11,4,441
30954,1,11,4,475
43286,1,11,4,378
33004,0,11,4,350
22674,0,11,4,441
44410,1,11,4,250
17398,0,11,4,483
37047,0,11,4,488
35935,0,11,4,343
37267,0,11,4,319
32408,0,11,4,383
17356,0,11,4,360
26864,0,11,4,413
19432,1,11,4,470
37252,2,11,4,373
24520,0,11,4,360
27376,5,11,4,351
27866,0,11,4,387
53533,0,11,4,377
20157,0,11,4,356
24558,0,11,4,320
21307,0,11,4,373
20931,1,11,4,387
30306,0,11,4,315
36093,0,11,4,317
21666,0,11,4,171
31117,4,11,4,416
23412,0,11,4,243
47245,0,11,4,350
24176,0,11,4,188
53305,0,11,4,235
37783,0,11,4,253
34089,0,11,4,469
17352,0,11,4,300
26626,3,11,4,332
23616,0,11,4,234
22665,0,11,4,310
41023,0,11,4,394
22025,0,11,4,396
48394,1,11,4,514
42656,1,11,4,308
28996,1,11,4,370
41407,0,11,4,375
47277,0,11,4,319
30325,7,11,4,346
33269,0,11,4,368
25664,0,11,4,308
25642,0,11,4,542
45269,0,11,4,438
24764,0,11,4,370
28843,0,11,4,386
26299,0,11,4,318
33072,0,11,4,322
33253,0,11,4,348
41345,0,11,4,349
30342,0,11,4,384
43168,0,11,4,376
27796,0,11,4,237
36971,1,11,4,312
13674,0,11,4,393
19581,0,11,4,408
35779,0,11,4,370
20294,0,11,4,376
22322,0,11,4,370
33026,0,11,4,323
23338,4,11,4,421
36223,0,11,4,453
20357,0,11,4,302
21568,0,11,4,336
42555,0,11,4,341
45818,0,11,4,450
29342,0,11,4,399
36249,0,11,4,329
42876,0,11,4,420
15956,0,11,4,416
19518,0,11,4,288
22709,0,11,4,224
40353,0,11,4,429
24140,0,11,4,297
32124,4,11,4,228
30224,0,11,4,378
23374,1,11,4,352
22354,0,11,4,214
13274,1,11,4,436
26511,0,11,4,473
23784,0,11,4,347
28045,0,11,4,353
30772,0,11,4,435
45885,0,11,4,437
22796,0,11,4,333
42329,0,11,4,238
24025,4,11,4,283
38939,0,11,4,377
30284,0,11,4,396
35228,0,11,4,443
29714,0,11,4,304
31244,6,11,4,450
23719,1,11,4,310
33331,4,11,4,241
17265,0,11,4,382
17857,0,11,4,367
34499,0,11,4,354
31122,0,11,4,282
29803,0,11,4,392
19042,0,11,4,333
34859,0,12,4,265
27854,4,12,4,378
18145,0,12,4,357
24429,0,12,4,421
14223,0,12,4,300
32640,0,12,4,343
22627,0,12,4,300
28306,0,12,4,342
52484,0,12,4,363
15043,0,12,4,331
36147,0,12,4,411
25390,0,12,4,383
33569,0,12,4,250
21005,2,12,4,353
19573,1,12,4,407
19258,0,12,4,430
29740,1,12,4,368
23927,0,12,4,445
16336,0,12,4,260
26036,0,12,4,356
24464,0,12,4,328
19472,0,12,4,373
31813,0,12,4,288
34727,1,12,4,433
23107,6,12,4,221
38620,0,12,4,342
33631,0,12,4,256
15494,0,12,4,324
20540,0,12,4,302
18413,0,12,4,276
25398,0,12,4,282
24624,0,12,4,494
37214,0,12,4,393
27561,0,12,4,315
24539,0,12,4,422
20003,1,12,4,328
25554,0,12,4,211
22142,0,12,4,424
25451,0,12,4,311
40223,0,12,4,543
23167,1,12,4,222
19274,7,12,4,402
45247,1,12,4,344
13905,3,12,4,262
43127,0,12,4,257
31057,0,12,4,308
20847,0,12,4,287
22306,0,12,4,306
23586,0,12,4,458
20238,0,12,4,275
44850,0,12,4,288
39843,0,12,4,362
33167,1,12,4,362
31435,0,12,4,349
33952,0,12,4,525
35018,0,12,4,381
16273,0,12,4,215
35055,0,12,4,408
22597,0,12,4,246
44014,0,12,4,236
28990,0,12,4,337
24448,1,12,4,273
16685,2,12,4,478
18100,1,12,4,386
17817,0,12,4,340
39529,3,12,4,380
25152,0,12,4,270
27797,0,12,4,312
26826,0,12,4,472
26497,0,12,4,298
28482,2,12,4,294
18738,0,12,4,388
28138,0,12,4,422
31257,0,12,4,358
31365,0,12,4,343
28233,0,12,4,429
26861,0,12,4,377
29479,0,12,4,502
34221,0,12,4,314
33193,0,12,4,396
21413,0,12,4,281
38175,0,12,4,535
38833,0,12,4,378
49438,0,12,4,382
38077,0,12,4,393
15896,0,12,4,361
27876,3,12,4,282
28913,0,12,4,449
70623,0,12,4,323
31869,0,12,4,310
19564,1,12,4,425
40568,0,12,4,428
34225,0,12,4,413
34147,2,12,4,266
21612,0,12,4,420
24790,1,12,4,338
30105,2,12,4,260
27182,5,12,4,300
18959,1,12,4,351
34077,1,12,4,304
39968,0,12,4,496
17793,0,12,4,245
32967,0,12,4,297
21354,0,12,4,394
17302,0,12,4,298
27309,0,12,4,237
22667,0,12,4,289
30585,0,12,4,363
40014,0,12,4,409
31021,0,12,4,310
29159,0,12,4,313
22379,1,12,4,347
15878,0,12,4,300
24532,1,12,4,320
44083,0,12,4,297
29938,0,12,4,326
27893,0,12,4,279
20113,3,12,4,350
73852,0,12,4,381
40454,0,12,4,390
39447,3,12,4,178
25209,0,12,4,373
29650,0,12,4,442
49932,1,12,4,426
31088,9,12,4,417
18347,0,12,4,291
36137,0,12,4,315
38803,1,12,4,280
32489,1,12,4,385
14877,2,12,4,321
33378,0,12,4,413
27565,1,12,4,369
16399,0,12,4,477
39249,2,12,4,370
33314,0,12,4,446
36990,0,12,4,396
12350,0,12,4,338
75502,1,12,4,400
20636,0,12,4,322
29523,0,12,4,307
35974,0,12,4,326
35777,0,12,4,380
31157,0,12,4,395
19070,1,12,4,288
30252,4,12,4,546
22198,1,12,4,373
27397,0,12,4,400
23109,4,12,4,377
42356,1,12,4,519
27268,0,12,4,230
32737,0,12,4,301
28511,0,12,4,307
20226,1,12,4,363
29228,0,12,4,342
44002,0,12,4,372
27122,3,12,4,393
24202,0,12,4,371
39574,1,12,4,243
24244,0,12,4,270
39760,2,12,4,487
17691,0,12,4,475
36914,1,12,4,341
25309,0,12,4,293
22559,2,12,4,319
26473,0,12,4,433
24161,0,12,4,317
29886,1,12,4,393
26628,0,12,4,332
18706,0,12,4,258
23882,0,12,4,220
45526,0,12,4,270
28447,4,12,4,385
35841,0,12,4,251
33777,0,12,4,362
27164,0,12,4,303
27939,0,12,4,514
23411,0,12,4,310
34629,2,12,4,432
22702,0,12,4,422
36915,0,12,4,354
17755,1,12,4,498
14171,0,12,4,186
61330,0,12,4,398
28243,0,12,4,333
45114,0,12,4,294
32557,0,12,4,235
33883,0,12,4,354
33148,0,12,4,277
26945,0,12,4,501
21392,0,12,4,290
45639,0,12,4,438
41183,0,12,4,425
26554,0,12,4,494
29190,7,12,4,363
45408,0,12,4,293
29041,0,12,4,405
37113,0,12,4,268
36208,0,12,4,400
24134,0,12,4,377
31926,0,12,4,395
40454,0,12,4,219
31807,0,12,4,385
23068,0,12,4,440
25587,0,12,4,400
24143,0,12,4,426
26742,0,12,4,425
19553,2,12,4,403
28511,0,12,4,351
22159,0,12,4,404
22678,0,12,4,295
40579,1,12,4,370
26012,0,12,4,319
20390,0,12,4,326
25168,0,12,4,275
13250,0,12,4,433
42360,0,12,4,246
26577,0,12,4,271
18556,0,12,4,375
25765,0,12,4,257
45171,0,12,4,335
25270,0,12,4,391
42662,9,12,4,306
24523,0,12,4,414
36300,0,12,4,406
23275,0,12,4,207
26241,3,12,4,363
38363,0,12,4,370
19391,0,12,4,506
21112,1,12,4,367
40123,0,12,4,481
37553,0,12,4,524
36835,0,12,4,398
35798,0,12,4,457
18217,0,12,4,226
23525,0,12,4,263
15625,0,12,4,431
42277,0,12,4,194
22104,0,12,4,298
32702,0,12,4,271
27549,0,12,4,353
25368,0,12,4,397
40297,0,12,4,398
20952,0,12,4,471
20580,0,12,4,427
37371,0,12,4,473
36190,1,12,4,475
22041,0,12,4,295
25699,0,12,4,283
43254,0,12,4,473
32514,0,12,4,412
31447,0,12,4,449
19140,0,12,4,441
31165,2,12,4,415
22823,0,12,4,335
36956,6,12,4,336
21014,0,12,4,264
33966,1,12,4,287
32470,0,12,4,387
58098,0,12,4,380
32244,2,12,4,361
36690,0,12,4,282
29001,0,12,4,337
59722,0,12,4,306
42208,0,12,4,327
17867,0,12,4,435
31609,0,12,4,332
20849,1,12,4,397
19676,0,12,4,455
41970,1,12,4,248
17694,1,12,4,274
19828,0,12,4,356
17039,0,12,4,490
38543,0,12,4,263
30882,0,12,4,302
21005,0,12,4,418
34692,0,12,4,438
24643,0,12,4,357
38023,1,12,4,328
33773,0,12,4,195
44519,0,12,4,204
28657,0,12,4,399
34373,0,12,4,366
32886,0,12,4,524
31743,0,12,4,363
28808,9,12,4,420
19781,0,12,4,388
43920,1,12,4,496
24868,0,12,4,491
21824,0,12,4,377
20095,2,12,4,363
41322,0,12,4,364
29863,3,12,4,461
29867,1,12,4,409
44662,0,12,4,334
42421,0,12,4,460
31226,0,12,4,450
23132,0,12,4,253
20439,0,12,4,291
34005,0,12,4,299
28119,1,12,4,418
20143,8,12,4,377
34851,0,12,4,356
27339,0,12,4,310
26358,0,12,4,402
15583,0,12,4,227
48817,0,12,4,316
27403,0,12,4,171
42405,1,12,4,324
47928,0,12,4,442
32411,1,12,4,228
39854,0,12,4,388
15720,0,12,4,324
26606,0,12,4,423
33226,0,12,4,453
34944,0,12,4,406
35734,0,12,4,396
25501,0,12,4,238
37799,0,12,4,366
35705,2,12,4,326
25052,0,12,4,165
37037,0,12,4,200
19100,0,12,4,293
23287,0,12,4,453
31499,2,12,4,385
45276,0,12,4,383
10433,0,12,4,306
30990,0,12,4,384
29439,0,12,4,447
28572,0,12,4,347
21974,0,12,4,262
30323,0,12,4,322
40641,0,12,4,305
28808,1,12,4,366
30262,0,12,4,476
27219,1,12,4,400
39494,0,12,4,279
23216,0,12,4,422
27042,0,12,4,285
28592,2,12,4,219
15498,0,12,4,403
26133,0,12,4,392
38592,0,12,4,343
28039,1,12,4,210
24910,0,12,4,200
31962,0,12,4,401
15847,0,12,4,265
31478,0,12,4,399
23585,4,12,4,376
17033,0,12,4,290
26522,0,12,4,264
31435,1,12,4,456
37867,0,12,4,273
22337,0,12,4,468
35386,0,12,4,217
38715,0,12,4,451
35876,0,12,4,352
35251,0,12,4,286
29824,0,12,4,524
36056,0,12,4,325
26094,0,12,4,439
19122,0,12,4,378
32830,0,12,4,407
27602,0,12,4,354
37258,0,12,4,313
30142,1,12,4,313
23837,0,12,4,304
24461,0,12,4,309
37869,2,12,4,392
26524,0,12,4,352
26400,0,12,4,243
52274,0,12,4,249
30942,0,12,4,408
38768,0,12,4,346
24054,0,12,4,318
14904,0,12,4,521
30050,2,12,4,430
52132,0,12,4,331
26372,9,12,4,459
22728,1,12,4,357
26141,4,12,4,192
11823,0,12,4,287
17317,0,12,4,221
19548,1,12,4,407
85725,0,12,4,393
42605,0,12,4,444
25752,0,12,4,399
20640,0,12,4,347
41175,1,12,4,347
53741,0,12,4,237
27394,0,12,4,225
37443,0,12,4,291
21750,0,12,4,333
21965,0,12,4,419
27355,0,12,4,435
19286,0,12,4,399
24736,0,12,4,290
22008,0,12,4,426
37740,0,12,4,414
25651,0,12,4,325
29721,0,12,4,332
25932,0,12,4,324
29017,0,12,4,283
30658,0,12,4,199
23119,1,12,4,262
34865,3,12,4,398
24410,0,12,4,261
16955,0,12,4,330
24604,0,12,4,314
26141,1,12,4,473
45332,0,12,4,403
20017,1,12,4,397
31147,0,12,4,435
59976,0,12,4,350
25237,0,12,4,388
31178,0,12,4,288
17433,7,12,4,403
24536,0,12,4,456
47146,7,12,4,330
12944,0,12,4,404
26766,1,12,4,274
23826,2,12,4,283
36035,0,12,4,338
17443,1,12,4,510
19549,3,12,4,450
24545,0,12,4,389
28800,2,12,4,250
57644,0,12,4,331
30488,1,12,4,314
47187,0,12,4,430
26440,0,12,4,310
33934,0,12,4,300
44361,0,12,4,327
30356,0,12,4,359
29508,0,12,4,256
33127,0,12,4,168
31717,1,12,4,406
25234,0,12,4,366
16577,0,12,4,385
31379,0,12,4,278
45285,1,12,4,345
20398,0,12,4,356
20830,0,12,4,393
46120,1,12,4,287
42627,0,12,4,366
26412,0,12,4,277
29177,0,12,4,480
30408,0,12,4,411
35449,1,12,4,359
43450,1,12,4,331
35348,0,12,4,264
27997,0,12,4,357
35038,0,12,4,363
45142,1,12,4,481
25836,2,12,4,211
19711,1,12,4,280
41339,3,12,4,334
35394,2,12,4,320
22765,0,12,4,454
38426,0,12,4,306
27044,0,12,4,391
18260,1,12,4,369
18836,0,12,4,385
17424,1,12,4,410
33473,1,12,4,319
42876,0,12,4,420
42869,0,12,4,258
32910,0,12,4,277
49621,0,12,4,424
25024,0,12,4,442
38804,0,12,4,435
27113,0,12,4,504
20010,1,12,4,376
37340,0,12,4,251
29596,0,12,4,220
50193,0,12,4,404
27829,0,12,4,325
19289,0,12,4,393
29355,0,12,4,252
31578,0,12,4,423
30950,0,12,4,358
25125,0,12,4,300
32678,0,12,4,385
45608,0,12,4,306
55607,2,12,4,375
28807,0,12,4,357
29554,1,12,4,359
55874,1,12,4,396
45377,3,12,4,383
44782,2,12,4,422
23514,1,12,4,268
21201,1,12,4,323
13159,0,12,4,300
40998,2,12,4,317
37402,0,12,4,273
26424,0,12,4,379
18319,2,12,4,367
36522,1,12,4,396
31152,0,12,4,210
18365,0,12,4,282
15247,0,12,4,373
14805,1,12,4,250
32147,0,12,4,337
25651,0,12,4,452
24004,0,12,4,425
50763,0,12,4,391
26068,8,12,4,253
17095,0,12,4,384
47023,0,12,4,311
24586,0,12,4,449
22144,0,12,4,335
20685,0,12,4,360
26668,0,12,4,310
37852,0,12,4,311
20475,0,12,4,402
39573,0,12,4,352
25646,0,12,4,264
41113,0,12,4,136
18841,0,12,4,449
46441,0,12,4,117
30483,0,12,4,370
32589,1,12,4,212
34702,0,12,4,350
31356,0,12,4,337
30919,0,12,4,317
30056,0,12,4,349
36153,0,12,4,261
30023,0,12,4,368
21103,0,12,4,365
26484,5,12,4,300
40609,1,12,4,399
22981,1,12,4,381
23566,0,12,4,406
35726,2,12,4,298
44763,0,12,4,433
26761,0,12,4,504
27343,0,12,4,409
26890,0,12,4,334
22207,0,12,4,358
40711,0,12,4,525
21099,0,12,4,284
67274,0,12,4,335
19970,0,12,4,536
19584,0,12,4,353
50506,0,12,4,344
32266,1,12,4,449
34090,1,12,4,420
26282,0,12,4,313
21957,0,12,4,339
17327,1,12,4,310
29439,0,12,4,264
19514,0,12,4,344
18918,0,12,4,284
34947,0,12,4,413
54072,0,12,4,245
51761,0,12,4,282
53287,1,12,4,338
18563,0,12,4,335
22672,0,12,4,423
30075,8,12,4,265
20686,0,12,4,429
17952,0,12,4,356
31984,0,12,4,278
29620,1,12,4,296
27478,0,12,4,504
23500,0,12,4,430
35384,0,12,4,377
37513,0,12,4,405
18148,0,12,4,345
27976,0,12,4,429
35767,0,12,4,403
31825,1,12,4,466
22054,0,12,4,390
42368,0,12,4,426
29917,0,12,4,396
26874,0,12,4,417
45240,0,12,4,294
33631,0,12,4,476
21589,0,12,4,306
22148,0,12,4,339
26640,1,12,4,446
27603,0,12,4,326
15990,0,12,4,361
37053,0,12,4,523
25578,0,12,4,289
20573,0,12,4,344
24729,0,12,4,330
33560,0,12,4,373
28874,0,12,4,325
32506,0,12,4,221
30033,0,12,4,342
45122,0,12,4,433
21621,0,12,4,361
30201,6,12,4,449
26756,0,12,4,400
30268,0,12,4,224
30106,0,12,4,395
42794,0,12,4,453
78420,0,12,4,319
26929,0,12,4,250
25347,0,12,4,319
34349,0,12,4,475
20884,1,12,4,359
33251,0,12,4,443
58727,0,12,4,418
15087,0,12,4,448
28623,0,12,4,443
39455,0,12,4,350
22853,0,12,4,300
27420,0,12,4,313
26439,1,12,4,276
39278,0,12,4,414
23682,0,12,4,278
23443,1,12,4,381
38439,0,12,4,338
40819,0,12,4,261
30348,2,12,4,228
22296,0,12,4,431
28943,1,12,4,214
23316,1,12,4,397
18891,0,12,4,294
36615,0,12,4,476
30189,0,12,4,467
36361,0,12,4,311
47850,0,12,4,299
27076,0,12,4,251
38821,0,12,4,312
15782,0,12,4,382
28892,2,12,4,357
46217,0,12,4,275
27991,0,12,4,378
26481,0,12,4,301
37372,0,12,4,376
36659,1,12,4,425
39430,0,12,4,240
56771,0,12,4,336
17731,0,12,4,253
34712,0,12,4,376
26959,0,12,4,250
26184,0,12,4,414
37734,0,12,4,321
29996,2,12,4,432
20334,0,12,4,393
31424,0,12,4,458
20038,0,12,4,314
25159,0,12,4,403
17980,0,12,4,360
65914,1,12,4,355
22223,0,12,4,446
19169,0,12,4,353
27653,0,12,4,371
27362,5,12,4,362
29021,9,12,4,180
21463,0,12,4,250
61483,0,12,4,156
30689,0,12,4,302
26787,1,12,4,316
19765,0,12,4,533
38365,0,12,4,356
38117,0,12,4,347
17456,1,12,4,396
31289,0,12,4,273
19957,0,12,4,297
31360,0,12,4,371
45628,0,12,4,331
38435,0,12,4,410
27418,0,12,4,373
27430,0,12,4,318
26614,0,12,4,397
30623,0,12,4,245
28974,0,12,4,410
29590,0,12,4,231
23440,0,12,4,333
32937,4,12,4,323
48409,0,12,4,315
24595,0,12,4,323
27666,0,12,4,296
16849,0,12,4,306
29870,0,12,4,347
35320,0,12,4,293
24383,2,12,4,397
30191,0,12,4,296
30214,1,12,4,318
33169,0,12,4,273
16014,0,12,4,294
17580,1,12,4,417
41968,0,12,4,475
35133,0,12,4,448
27554,0,12,4,341
19453,2,12,4,272
22836,0,12,4,383
20648,0,12,4,325
43861,0,12,4,425
51174,0,13,4,391
24341,0,13,4,259
54673,0,13,4,215
21724,0,13,4,296
19757,0,13,4,207
30256,0,13,4,191
20218,0,13,4,307
43455,0,13,4,220
53890,0,13,4,284
23171,0,13,4,510
34459,0,13,4,350
34709,0,13,4,242
33788,3,13,4,391
38789,0,13,4,337
35007,0,13,4,324
30742,1,13,4,487
34424,0,13,4,263
43208,0,13,4,418
43074,0,13,4,323
18328,0,13,4,315
14924,0,13,4,367
13538,2,13,4,274
47451,0,13,4,351
31149,0,13,4,287
11875,0,13,4,322
27483,0,13,4,271
33388,0,13,4,332
16987,0,13,4,210
28416,1,13,4,372
13798,0,13,4,388
28142,1,13,4,300
17895,0,13,4,284
16135,1,13,4,230
49195,0,13,4,218
15611,0,13,4,333
21619,0,13,4,354
17578,0,13,4,317
14619,3,13,4,377
34875,0,13,4,248
37645,0,13,4,338
26780,0,13,4,381
31863,0,13,4,266
25187,0,13,4,530
34465,0,13,4,386
14780,0,13,4,363
47835,2,13,4,374
22558,0,13,4,311
21551,0,13,4,276
25565,0,13,4,426
48257,1,13,4,349
34856,0,13,4,404
21890,1,13,4,388
35397,0,13,4,399
24784,0,13,4,247
35450,0,13,4,299
31420,0,13,4,405
43824,2,13,4,387
47752,0,13,4,371
49385,0,13,4,386
35523,0,13,4,377
25707,0,13,4,224
26099,0,13,4,329
19406,0,13,4,381
16201,5,13,4,355
29441,0,13,4,426
22665,0,13,4,451
35531,0,13,4,394
19499,0,13,4,202
32105,2,13,4,424
30737,0,13,4,240
24706,0,13,4,453
21231,0,13,4,418
43346,0,13,4,331
30576,0,13,4,456
20534,0,13,4,278
24174,0,13,4,445
34335,0,13,4,450
22538,0,13,4,401
30826,0,13,4,288
15233,0,13,4,444
29617,0,13,4,310
26889,0,13,4,367
15499,9,13,4,362
22228,1,13,4,475
40130,0,13,4,303
22966,0,13,4,435
34428,0,13,4,285
21662,0,13,4,338
31499,0,13,4,260
19050,0,13,4,309
32981,1,13,4,272
42911,1,13,4,351
32302,0,13,4,386
30304,0,13,4,377
43852,0,13,4,399
56110,1,13,4,307
17452,1,13,4,290
21538,0,13,4,364
24559,0,13,4,350
16058,0,13,4,292
18625,0,13,4,432
32133,0,13,4,375
27736,3,13,4,257
32524,0,13,4,427
42372,0,13,4,436
47651,0,13,4,398
20516,3,13,4,397
23014,0,13,4,269
30811,0,13,4,296
21441,0,13,4,557
38759,0,13,4,306
13508,0,13,4,343
50576,1,13,4,355
26575,0,13,4,532
27076,1,13,4,312
38101,0,13,4,373
24272,0,13,4,358
17381,0,13,4,407
36450,0,13,4,346
33168,0,13,4,226
30931,0,13,4,219
39780,1,13,4,314
21600,0,13,4,323
33614,0,13,4,405
45210,0,13,4,271
31679,3,13,4,422
40757,0,13,4,452
18561,0,13,4,340
34129,0,13,4,325
21807,0,13,4,380
32017,0,13,4,386
25650,0,13,4,322
39750,0,13,4,357
39977,1,13,4,312
29142,0,13,4,608
18550,0,13,4,388
35837,0,13,4,389
23608,0,13,4,357
19118,0,13,4,346
18955,0,13,4,380
41898,0,13,4,310
64951,0,13,4,258
29741,0,13,4,358
25907,0,13,4,327
18739,0,13,4,386
26974,0,13,4,344
37120,1,13,4,282
39690,0,13,4,287
37002,0,13,4,364
44959,0,13,4,504
26967,0,13,4,348
15216,1,13,4,363
23594,0,13,4,354
24320,0,13,4,478
17775,0,13,4,275
26682,0,13,4,346
28725,0,13,4,356
22031,0,13,4,428
41064,0,13,4,433
12843,1,13,4,388
29059,0,13,4,277
19551,2,13,4,427
23201,0,13,4,189
30485,0,13,4,409
20383,1,13,4,258
35701,0,13,4,503
40730,1,13,4,352
42043,1,13,4,369
45638,0,13,4,357
19103,0,13,4,499
21495,0,13,4,342
28840,0,13,4,520
40748,2,13,4,252
17074,0,13,4,153
19750,0,13,4,450
19605,0,13,4,295
27259,0,13,4,340
32419,0,13,4,419
34458,0,13,4,256
27417,1,13,4,287
37296,2,13,4,414
18106,0,13,4,349
33030,1,13,4,339
34382,0,13,4,310
22512,4,13,4,424
24206,6,13,4,336
49621,0,13,4,309
32812,3,13,4,387
29422,0,13,4,216
18788,0,13,4,342
49157,0,13,4,416
19102,0,13,4,306
30904,0,13,4,274
36585,0,13,4,379
24909,0,13,4,340
22321,0,13,4,429
25030,0,13,4,484
70487,0,13,4,239
19496,0,13,4,366
13804,0,13,4,281
56076,1,13,4,318
32093,0,13,4,343
28170,0,13,4,480
32488,0,13,4,267
37027,0,13,4,398
39038,0,13,4,384
36811,0,13,4,214
38196,1,13,4,336
25494,0,13,4,393
27095,1,13,4,316
33296,0,13,4,387
19626,0,13,4,434
25980,4,13,4,308
27415,1,13,4,362
30926,0,13,4,339
24406,1,13,4,187
43001,0,13,4,273
47816,0,13,4,344
29539,0,13,4,389
30753,0,13,4,290
62261,0,13,4,374
18995,2,13,4,373
41475,2,13,4,308
16757,0,13,4,313
31837,0,13,4,314
29562,0,13,4,281
23334,5,13,4,349
32912,0,13,4,224
32613,1,13,4,269
36366,0,13,4,457
23520,0,13,4,404
30996,0,13,4,389
40473,0,13,4,593
31770,1,13,4,437
24942,0,13,4,221
23163,0,13,4,374
43009,1,13,4,318
18566,0,13,4,294
30051,0,13,4,386
53931,0,13,4,369
23860,0,13,4,622
15929,0,13,4,458
42148,0,13,4,351
32174,0,13,4,268
19630,0,13,4,388
21682,3,13,4,363
67067,0,13,4,377
82212,0,13,4,313
33826,0,13,4,429
52245,1,13,4,357
23546,0,13,4,268
23339,1,13,4,396
29235,0,13,4,254
19613,3,13,4,273
19866,1,13,4,499
30843,0,13,4,408
29696,0,13,4,386
25662,0,13,4,306
24330,0,13,4,464
34499,1,13,4,433
23081,1,13,4,241
28926,0,13,4,288
22698,0,13,4,329
24948,0,13,4,368
24102,0,13,4,372
35766,0,13,4,384
30094,3,13,4,323
33042,1,13,4,415
41084,0,13,4,296
21865,3,13,4,337
31455,0,13,4,448
26767,0,13,4,280
32325,1,13,4,480
17419,0,13,4,544
31521,0,13,4,413
22485,0,13,4,361
30521,1,13,4,373
26808,0,13,4,387
20632,0,13,4,369
50617,0,13,4,334
24263,1,13,4,397
24627,0,13,4,560
58215,1,13,4,310
40412,0,13,4,378
36429,0,13,4,395
35405,0,13,4,378
31281,0,13,4,399
19796,0,13,4,430
50918,0,13,4,251
22276,0,13,4,479
27773,0,13,4,472
34893,0,13,4,398
27417,0,13,4,278
22235,0,13,4,239
23482,0,13,4,330
21816,0,13,4,241
28912,6,13,4,315
51155,0,13,4,355
30263,1,13,4,383
40603,0,13,4,334
29025,0,13,4,223
53346,0,13,4,298
11506,0,13,4,286
24219,0,13,4,359
27916,0,13,4,428
42894,0,13,4,228
15589,1,13,4,374
33683,0,13,4,341
39635,1,13,4,469
47650,2,13,4,398
18822,0,13,4,342
24831,0,13,4,324
24274,0,13,4,262
22043,0,13,4,287
32996,0,13,4,396
25456,0,13,4,307
20495,0,13,4,352
29845,1,13,4,321
19895,0,13,4,308
28666,1,13,4,476
29996,0,13,4,408
31954,0,13,4,310
24059,1,13,4,377
14797,0,13,4,453
23155,0,13,4,420
