id,date,user,pc,file_tree,activity
{Z4B3-T7LZ21GY-1653HNHC},01/04/2010 10:28:45,CCW2381,PC-8235,,Disconnect
{V1M6-A9PV76WI-7218EZVK},01/04/2010 10:28:48,DGQ3744,PC-0311,,Disconnect
{U5X3-D0WI32MF-3881BUNH},01/04/2010 10:29:02,ROH1347,PC-1449,,Disconnect
{Z0G1-R2PF93FZ-0916ZSNU},01/04/2010 10:29:04,HJD3439,PC-7083,,Disconnect
{S2A4-X6YM15GZ-5911CFKA},01/04/2010 10:29:25,LRS2996,PC-4651,R:\;R:\51N43G6;R:\LRS2996,Connect
{J4D0-L3HI28TE-6708OOMY},01/04/2010 10:29:35,SRB2276,PC-5164,R:\;R:\SRB2276,Connect
{O1Y6-S7LN54TJ-2903MKWF},01/04/2010 10:29:53,HNB2571,PC-4445,,Disconnect
{V7K1-C9VL69QM-5173LOST},01/04/2010 10:30:10,AED1421,PC-0707,R:\;R:\31rWD71;R:\67jg5L2;R:\72WGC91;R:\96K4tT4;R:\AED1421,Connect
{G7G3-K5YB19VG-4129QGVK},01/04/2010 10:30:22,FAL1867,PC-3068,R:\;R:\27J5877;R:\78Q43P6;R:\FAL1867,Connect
{P3E8-E2SZ82JO-7694OQWD},01/04/2010 10:30:28,FNW3564,PC-7929,,Disconnect
{I6C7-T4KG79QG-2218ZSNT},01/04/2010 10:30:33,YKW3832,PC-2158,,Disconnect
{H9S0-H9XS08UX-2503TAII},01/04/2010 10:30:36,BYF3784,PC-3262,,Disconnect
{D8X5-U6IV14KC-8083XKAH},01/04/2010 10:30:36,RPH2326,PC-8723,R:\;R:\15gZ443;R:\22mB7k2;R:\38v62m6;R:\RPH2326,Connect
{F7D5-U4EN64IQ-7207FVWJ},01/04/2010 10:30:42,GNT0221,PC-6427,R:\;R:\GNT0221,Connect
{M8Q7-O6BV73WL-0961CVJL},01/04/2010 10:30:44,AFP2709,PC-3154,,Disconnect
{R7I8-H9VZ22HD-4514CEJD},01/04/2010 10:30:48,ORM1484,PC-6398,R:\;R:\49G3Rf4;R:\ORM1484,Connect
{Q5H0-C6PM59MD-1047ENYZ},01/04/2010 10:31:50,SRB2276,PC-5164,,Disconnect
{Q5D7-G7KR46UN-6773ZKDK},01/04/2010 10:32:03,ECS3353,PC-6657,,Disconnect
{Z0F0-A5TY64DO-7912XAGJ},01/04/2010 10:32:06,TLK0003,PC-7021,,Disconnect
{O3L8-B2KI53UO-1425IZLG},01/04/2010 10:32:11,FAJ3608,PC-1335,R:\;R:\FAJ3608,Connect
{D2Q3-O6RR78KL-1065ZDSW},01/04/2010 10:32:13,ICH2378,PC-1546,,Disconnect
{A8X8-L6XJ75QM-6423XRBH},01/04/2010 10:32:27,MCH3354,PC-0932,R:\;R:\93v6lF4;R:\MCH3354,Connect
{T4G0-D1GH11JD-3539MPLR},01/04/2010 10:32:36,ARH2097,PC-4152,,Disconnect
{Z6D1-R9QI43EJ-6420GASI},01/04/2010 10:32:50,ABD3426,PC-8657,,Disconnect
{I2P4-O9WW45XM-7165VDUF},01/04/2010 10:32:57,GSA3815,PC-1992,R:\;R:\31Hxn51;R:\35B1B75;R:\GSA3815,Connect
{O4L9-P6SE45ZH-4010IIYE},01/04/2010 10:33:13,EIY2749,PC-4187,,Disconnect
{T4E1-Z1KM82GP-5501MJIU},01/04/2010 10:33:19,ATT1191,PC-2057,R:\;R:\299Vq39;R:\92Qqr11;R:\92yXz81;R:\97bDZ21;R:\ATT1191,Connect
{G0F7-Q4AJ86DI-2079LNXR},01/04/2010 10:33:26,AFP2709,PC-3154,R:\;R:\787PQ59;R:\AFP2709,Connect
{Y3A4-T4AB60KB-0405QKTY},01/04/2010 10:33:45,JMB2246,PC-6965,,Disconnect
{G4C0-I4LQ99TD-4884NIZV},01/04/2010 10:33:53,AOC0982,PC-0721,,Disconnect
{G9H5-F2NG38OQ-3203QJIA},01/04/2010 10:33:54,SRA3210,PC-2822,,Disconnect
{R1I0-R2PS04KD-7356EIFS},01/04/2010 10:33:55,AOC0982,PC-0721,R:\;R:\28hX7Y2;R:\388Yd99;R:\49tnlB0;R:\634Mch8;R:\AOC0982,Connect
{S6V4-I0VX91FR-0346GPFP},01/04/2010 10:34:01,AFP2709,PC-3154,,Disconnect
{C4D3-C9JC31CM-0612PFER},01/04/2010 10:34:02,NQO2712,PC-0856,,Disconnect
{A9D3-G5HH75GD-9603WAML},01/04/2010 10:34:12,AOC0982,PC-0721,,Disconnect
{F3W5-D4ER55CU-9198TKLJ},01/04/2010 10:34:13,GAF2480,PC-7235,R:\;R:\GAF2480,Connect
{Q5F2-G8PV53NP-8993XJZC},01/04/2010 10:34:28,TGP1343,PC-6751,R:\;R:\21JD983;R:\38q7Mn4;R:\TGP1343,Connect
{D8F5-X5HY75AS-0031FQXK},01/04/2010 10:34:29,USF1753,PC-9328,R:\;R:\34N8367;R:\38Mt973;R:\46n1H35;R:\USF1753,Connect
{G2K5-U6MX95IM-6108GZBV},01/04/2010 10:34:30,GSA3815,PC-1992,,Disconnect
{J1T9-U6RY77FW-6670SBPC},01/04/2010 10:34:32,PNH1444,PC-6885,,Disconnect
{V4J8-N4AL13LZ-0012HQJY},01/04/2010 10:34:54,OAW3013,PC-4864,,Disconnect
{A0I9-C6EM43HX-6569VZKE},01/04/2010 10:34:55,EDF2361,PC-7853,R:\;R:\EDF2361,Connect
{D7I4-V3PF23NF-7759WAZF},01/04/2010 10:34:55,SSL2271,PC-7220,,Disconnect
{D0Q0-U3PL98AB-1126NMTW},01/04/2010 10:35:11,DOT1898,PC-9700,R:\;R:\528wQ79;R:\552JVm8;R:\DOT1898,Connect
{J7D1-H0OO65ZM-2500LVIN},01/04/2010 10:35:14,AFP2709,PC-3154,R:\;R:\787PQ59;R:\AFP2709,Connect
{N8K3-C4WR06VV-9437WVFW},01/04/2010 10:35:21,TKS1549,PC-5128,,Disconnect
{I1N3-J1KG38XM-6843XRUC},01/04/2010 10:35:26,CTB3481,PC-8748,R:\;R:\353pYv8;R:\61hBz31;R:\CTB3481,Connect
{Q0L3-T2AK88JZ-2404RARM},01/04/2010 10:35:27,TAM2031,PC-8643,,Disconnect
{V7J7-O7RC84VF-9806TGTU},01/04/2010 10:35:33,AKG2702,PC-1553,,Disconnect
{I3O9-M4IJ06RU-6661ESWN},01/04/2010 10:35:36,KEC2465,PC-8017,,Disconnect
{H8S5-A3QA95SX-3584CFVI},01/04/2010 10:35:37,HKH0204,PC-0050,R:\;R:\67f3Gq4;R:\HKH0204,Connect
{M1U3-W2PR84IJ-9908DWFP},01/04/2010 10:35:37,XUC1092,PC-9287,R:\;R:\67FY6v2;R:\718Nr69;R:\XUC1092,Connect
{T8V0-T3HL48YI-9203QAUB},01/04/2010 10:35:53,LQW1314,PC-3932,R:\;R:\72b6kL4;R:\LQW1314,Connect
{F6C8-F7WH37VB-8576ZYCO},01/04/2010 10:36:00,CMP2946,PC-9447,R:\;R:\93K57Z6;R:\99M5KM4;R:\CMP2946,Connect
{A3T2-R5KU63HO-9310ZZVB},01/04/2010 10:36:00,RRS2359,PC-3898,R:\;R:\18Z3t35;R:\529Zf19;R:\92SJ773;R:\RRS2359,Connect
{S2U6-R6EC61TK-4645NTYF},01/04/2010 10:36:16,VJB1928,PC-7171,R:\;R:\152zlk8;R:\53fm8t2;R:\VJB1928,Connect
{Y2B5-I6MZ62IP-9105CBHG},01/04/2010 10:36:29,HET0359,PC-4609,R:\;R:\HET0359,Connect
{D7A2-I5JD06DH-9830SZAM},01/04/2010 10:36:38,XIW0171,PC-7206,,Disconnect
{S3N5-B9JQ75EL-1426RWOF},01/04/2010 10:36:47,TAM2031,PC-8643,R:\;R:\24PYz61;R:\55Hl153;R:\TAM2031,Connect
{I2D9-J2ZI07PR-8919VKSN},01/04/2010 10:37:16,MEW1406,PC-3134,,Disconnect
{V3F4-U9JY83JX-4270TCDJ},01/04/2010 10:37:42,HDN2609,PC-8185,R:\;R:\228PC49;R:\84bgXn0;R:\HDN2609,Connect
{A3L9-B4FV90RE-0392JQNA},01/04/2010 10:37:58,FAL1867,PC-3068,,Disconnect
{W1U1-B9NS51LQ-2042YVYV},01/04/2010 10:38:05,TBL2581,PC-7109,R:\;R:\21pXg11;R:\TBL2581,Connect
{O3R8-B9UM06AH-1000FSHL},01/04/2010 10:38:06,LCP0344,PC-0780,R:\;R:\15C2pl4;R:\36LRBb0;R:\67yn773;R:\82v2ST4;R:\LCP0344,Connect
{E8X5-F2AD77ES-3633XOUD},01/04/2010 10:38:15,JSN0214,PC-0472,R:\;R:\36t8By4;R:\JSN0214,Connect
{X1B5-Y5PA25SS-4183DCKQ},01/04/2010 10:38:17,PVV3999,PC-9445,,Disconnect
{X1J5-Y3SG09TJ-1901HSDH},01/04/2010 10:38:26,GMM0224,PC-4531,R:\;R:\19ryxx0;R:\34PW7j2;R:\76g9KN4;R:\82mM1T2;R:\GMM0224,Connect
{A9K0-V4LX09ED-6810PNKI},01/04/2010 10:38:30,UKS1465,PC-2696,R:\;R:\24D8q15;R:\38N25Y6;R:\93V3Py4;R:\UKS1465,Connect
{B2L3-J8KY04AQ-1699HHEC},01/04/2010 10:38:35,DRC2296,PC-9438,,Disconnect
{W3V4-M0MM54VO-4940DJJC},01/04/2010 10:38:35,NQO2712,PC-0856,R:\;R:\39RN4N2;R:\85cLB51;R:\NQO2712,Connect
{B1J8-I1KH08QT-5800XAQY},01/04/2010 10:38:48,FNM2124,PC-3075,R:\;R:\15jrS81;R:\24J2LB4;R:\47YB4N2;R:\74TK1J2;R:\FNM2124,Connect
{W8C7-I5XH61QC-6157FJSS},01/04/2010 10:38:49,GSA3815,PC-1992,R:\;R:\31Hxn51;R:\35B1B75;R:\GSA3815,Connect
{P3P4-D0CP56GC-8668SNBN},01/04/2010 10:38:56,ORM1484,PC-6398,,Disconnect
{D1Y3-U7HE29RV-9526NLAL},01/04/2010 10:38:59,IIW0399,PC-5045,R:\;R:\19YJ683;R:\893xt29;R:\922dH59;R:\IIW0399,Connect
{X1U6-F4ZF84HD-3030CMMB},01/04/2010 10:39:08,NGB0066,PC-0086,,Disconnect
{V4D2-D0UY32QO-9015OVAT},01/04/2010 10:39:22,TGP1343,PC-6751,,Disconnect
{K5D9-G1IJ61FH-1115HITX},01/04/2010 10:39:33,IMS0862,PC-1101,R:\;R:\61L23p6;R:\98HH5l2;R:\IMS0862,Connect
{E3L3-M4EB66EJ-7788QBQC},01/04/2010 10:39:59,AFP2709,PC-3154,,Disconnect
{D8L6-Z5AC51RB-0787RCRJ},01/04/2010 10:40:00,MLW2240,PC-1960,,Disconnect
{C2A2-N8KM79KB-4444ZXZN},01/04/2010 10:40:00,TAM2031,PC-8643,,Disconnect
{I2K7-U8KN27HV-1531QYXV},01/04/2010 10:40:03,ATT1191,PC-2057,,Disconnect
{I1Y0-U0AY55LJ-5368DMJS},01/04/2010 10:40:12,SWO3258,PC-9732,,Disconnect
{S5V8-B7KC01JA-6707VYYX},01/04/2010 10:40:15,HCF2857,PC-3254,,Disconnect
{I1L1-Y3YT55DD-2180SGUF},01/04/2010 10:40:29,GFK3498,PC-0027,,Disconnect
{Q9X2-T3QR04VW-2122QTDB},01/04/2010 10:40:31,BBW0594,PC-5857,,Disconnect
{V1R0-A9VT26NC-9121FSTN},01/04/2010 10:40:36,WRF3534,PC-7714,,Disconnect
{X6R3-I8OZ46EH-8831GLFO},01/04/2010 10:40:37,IMS0862,PC-1101,,Disconnect
{X9H2-W7MF93VL-5913NCLJ},01/04/2010 10:40:52,ADB1105,PC-3024,R:\;R:\ADB1105,Connect
{V1I9-O0PX89TI-1966BAHD},01/04/2010 10:41:03,CMP2946,PC-9447,,Disconnect
{W2S7-T9KF56KO-1058QKMJ},01/04/2010 10:41:26,BKF0427,PC-1084,R:\;R:\78sp7H2;R:\86mGzD0;R:\86r5847;R:\97J4tS4;R:\BKF0427,Connect
{V9L3-I1UX11EQ-5134JRVU},01/04/2010 10:41:44,JRR0769,PC-7787,R:\;R:\53S36c6;R:\72vCjp0;R:\795gB99;R:\91R5717;R:\JRR0769,Connect
{A4E2-I8ZA06OP-3207XAIZ},01/04/2010 10:41:55,GNC2237,PC-6077,,Disconnect
{G8I8-S2QV99GI-0320EPZD},01/04/2010 10:42:13,CTH0737,PC-7446,R:\;R:\52FT863;R:\67z3857;R:\97f3347;R:\CTH0737,Connect
{X0O5-C3NA57YN-9593DYQH},01/04/2010 10:42:22,REJ2666,PC-9016,,Disconnect
{X3X7-R7PS23HI-3336STSQ},01/04/2010 10:42:36,XGB1528,PC-0178,R:\;R:\39kZ8m2;R:\43B8B65;R:\474xfS8;R:\XGB1528,Connect
{H2U1-S4TL37AL-5909JMXF},01/04/2010 10:42:43,JRR0769,PC-7787,,Disconnect
{E5O7-O8KT02GP-7311GXVD},01/04/2010 10:42:45,THH2751,PC-1098,,Disconnect
{T4Z5-D5DF30KR-7899DJUG},01/04/2010 10:42:52,BDR0510,PC-1197,,Disconnect
{O3X5-Q7LG39PD-5088TMDK},01/04/2010 10:42:52,TAM2031,PC-8643,R:\;R:\24PYz61;R:\55Hl153;R:\TAM2031,Connect
{M8R0-H8WP82KT-4207TFCE},01/04/2010 10:42:59,MAH0438,PC-1199,R:\;R:\MAH0438,Connect
{Y0F6-I8DK28CP-2011YHZM},01/04/2010 10:43:11,TAM2031,PC-8643,,Disconnect
{Y2Z9-M0MS45GF-7461RXWO},01/04/2010 10:43:32,LCP0344,PC-0780,,Disconnect
{F5N4-A9GW32YH-5460YWJN},01/04/2010 10:43:33,ADG1737,PC-1196,R:\;R:\53B4417;R:\ADG1737,Connect
{P1Q1-O9JD00XT-8814FLQW},01/04/2010 10:43:54,KRH1028,PC-9541,,Disconnect
{K2J3-S0JA92JU-7238VPVR},01/04/2010 10:43:55,JJH2332,PC-1614,R:\;R:\56Fp2C2;R:\81QN933;R:\JJH2332,Connect
{V4L0-S5WF54KB-3206UJLY},01/04/2010 10:44:01,CCW2381,PC-8235,R:\;R:\38NZt61;R:\CCW2381,Connect
{J1G1-D4ZM42IG-7092DNSM},01/04/2010 10:44:05,DHG0533,PC-3728,,Disconnect
{G7N0-D8AV31PY-2873TAKJ},01/04/2010 10:44:21,SAB1954,PC-5091,,Disconnect
{P0O5-N4RK57JI-7617MCYC},01/04/2010 10:44:35,PVV3999,PC-9445,R:\;R:\438Zj39;R:\PVV3999,Connect
{F8M0-Z2GJ09DY-4613ODGA},01/04/2010 10:44:41,SDH2394,PC-5849,,Disconnect
{Z8O2-O3HF48XP-1711TQBP},01/04/2010 10:44:43,RSV3166,PC-8992,R:\;R:\26v71n6;R:\57hWP61;R:\81N98q6;R:\RSV3166,Connect
{Y6C1-B1QX86QU-6116GIDL},01/04/2010 10:45:10,ABD3426,PC-8657,R:\;R:\ABD3426,Connect
{J1D2-Y5GG81UP-4871BLTW},01/04/2010 10:45:29,MAR2386,PC-5153,R:\;R:\62d38v6;R:\793dvK8;R:\MAR2386,Connect
{U3A5-S6JR24GK-6657GAAV},01/04/2010 10:45:33,IGP2254,PC-0069,R:\;R:\77k2gN4;R:\IGP2254,Connect
{H0N8-D5HI82HJ-3272LKIG},01/04/2010 10:45:37,JRR0769,PC-7787,R:\;R:\53S36c6;R:\72vCjp0;R:\795gB99;R:\91R5717;R:\JRR0769,Connect
{E2J8-K6EA75CO-1807BJGV},01/04/2010 10:45:39,ABD3426,PC-8657,,Disconnect
{U2P2-J8QL70XS-2501IJZC},01/04/2010 10:46:03,FAJ3608,PC-1335,,Disconnect
{D6A5-S2WH94EU-7308PFAW},01/04/2010 10:46:06,CCW2381,PC-8235,,Disconnect
{B6O9-V0ME08VM-5177JHGQ},01/04/2010 10:46:20,VJB1928,PC-7171,,Disconnect
{V5G9-Z0PP55UA-1492AQZB},01/04/2010 10:46:29,ROR3483,PC-4365,R:\;R:\177Qcm8;R:\81c5yB4;R:\87zJ233;R:\ROR3483,Connect
{X1Z5-T6IO61FR-8419IBZJ},01/04/2010 10:46:38,REC0283,PC-6764,R:\;R:\77fp683;R:\843fYG8;R:\REC0283,Connect
{Y2T3-C9VD69LU-5697NMHB},01/04/2010 10:46:52,CTB3481,PC-8748,,Disconnect
{G2W7-E9MT74FM-3010NHJR},01/04/2010 10:47:02,MLW2240,PC-1960,R:\;R:\34RnHC0;R:\86W5zW4;R:\MLW2240,Connect
{I0A5-L1NJ66LY-4074CVSM},01/04/2010 10:47:08,JEM0546,PC-0308,R:\;R:\41m4cD4;R:\55w78D6;R:\JEM0546,Connect
{F9V0-Q9GX37OR-9012IAPN},01/04/2010 10:47:10,JJH2332,PC-1614,,Disconnect
{G0N4-S7KQ06PP-0913EQSZ},01/04/2010 10:47:19,DHG1830,PC-6845,,Disconnect
{E0I1-H2FJ19IE-4617TZAD},01/04/2010 10:47:25,DJF2329,PC-1192,R:\;R:\293br49;R:\98TY6z2;R:\DJF2329,Connect
{V0C3-L0NQ83YV-6841BUKA},01/04/2010 10:47:28,VPS3185,PC-3491,R:\;R:\VPS3185,Connect
{N2Z4-A0FY08JS-2173AVBQ},01/04/2010 10:47:43,HET0359,PC-4609,,Disconnect
{I4E9-H6OE89SP-9233MFLP},01/04/2010 10:47:50,ZHF1006,PC-8447,R:\;R:\55f35G6;R:\ZHF1006,Connect
{G5W1-K1XU42WX-8211ZBJB},01/04/2010 10:47:56,HET0359,PC-4609,R:\;R:\HET0359,Connect
{R6Y9-J0CJ39MX-7128DCSR},01/04/2010 10:47:56,RPS3617,PC-5963,,Disconnect
{I0H7-S8HQ43GK-1023SLXI},01/04/2010 10:48:01,QKO2718,PC-7030,R:\;R:\456Mqj8;R:\QKO2718,Connect
{D6F2-L7HO15NL-0851VEES},01/04/2010 10:48:13,QIS2940,PC-7622,R:\;R:\15TCBp0;R:\851Fj19;R:\93W7qX4;R:\QIS2940,Connect
{J4S4-B8MF22ST-1124BKHE},01/04/2010 10:48:19,XGB1528,PC-0178,,Disconnect
{R5X7-W2RP44FA-1517LVCJ},01/04/2010 10:48:33,HCS2401,PC-3353,,Disconnect
{D6O4-A9UM80RH-3889NZLD},01/04/2010 10:48:42,DKD2409,PC-2397,R:\;R:\31LB7F2;R:\42V3Dw4;R:\86mPlL0;R:\942cM39;R:\DKD2409,Connect
{J4H6-R0UO60AO-1530CVTH},01/04/2010 10:48:46,SKF2105,PC-1069,,Disconnect
{R6Z8-X8PY44AZ-9150RFFB},01/04/2010 10:48:52,CLR2407,PC-2704,,Disconnect
{E7R9-I1VS75VD-9241RLPJ},01/04/2010 10:48:57,SST1661,PC-0996,,Disconnect
{S4L6-A5NK12SG-3023LVBS},01/04/2010 10:49:05,AED1421,PC-0707,,Disconnect
{O3V7-U7LO29EC-5444HYGQ},01/04/2010 10:49:05,RPH2326,PC-8723,,Disconnect
{L5A5-R6MY16QP-0792GWWM},01/04/2010 10:49:14,ADB1105,PC-3024,,Disconnect
{M8H7-F3IS75QQ-1511PHLD},01/04/2010 10:49:38,EYD2871,PC-9862,R:\;R:\59qyk71;R:\99y2787;R:\EYD2871,Connect
{C4Z6-P2NK68ZW-6103NIYC},01/04/2010 10:49:44,CRL2357,PC-1499,,Disconnect
{K4J1-S4CJ49EM-8586NLOS},01/04/2010 10:49:48,OED3393,PC-8007,R:\;R:\968tD29;R:\97bY243;R:\OED3393,Connect
{L2V9-L3PQ52FE-2253RFCA},01/04/2010 10:50:06,IKT0917,PC-9893,,Disconnect
{A2J9-V1LN01UW-3505EYZQ},01/04/2010 10:50:20,CNE2161,PC-9649,R:\;R:\CNE2161,Connect
{J4Z3-M8VQ30DQ-7548UAYN},01/04/2010 10:50:22,EJL1075,PC-0520,R:\;R:\57h5l75;R:\EJL1075,Connect
{D2A1-O9VD36IF-4986BDLS},01/04/2010 10:50:34,GNT0221,PC-6427,,Disconnect
{V8I8-S4FB75SI-0830VHCV},01/04/2010 10:50:38,KJB3654,PC-2218,R:\;R:\11X53f6;R:\22M3W65;R:\38g8jJ4;R:\KJB3654,Connect
{E8L0-J4PS41VJ-8609NYJT},01/04/2010 10:50:40,RSV3166,PC-8992,,Disconnect
{I6X8-H4VO04DW-9167MYYA},01/04/2010 10:50:46,MIC2325,PC-7190,R:\;R:\74M8J95;R:\MIC2325,Connect
{P8T9-K9FT48EX-7290JWAW},01/04/2010 10:51:15,RAA1455,PC-7117,R:\;R:\46D6D95;R:\51Vrb41;R:\84q4JP4;R:\88l7W95;R:\RAA1455,Connect
{Q6X9-W7RJ22DX-3935PGVA},01/04/2010 10:51:31,MPB2578,PC-0946,R:\;R:\24J4997;R:\356qbL8;R:\MPB2578,Connect
{Z2K2-G9XL48FC-1793TZVO},01/04/2010 10:51:36,BRG3267,PC-8439,R:\;R:\18Q55X6;R:\59nM2y2;R:\78dT383;R:\86J9287;R:\BRG3267,Connect
{L9U0-U8ZJ95TS-9690BVHZ},01/04/2010 10:51:47,HET0359,PC-4609,,Disconnect
{X9E8-H8AZ86NV-9701UBCY},01/04/2010 10:51:50,GAF2480,PC-7235,,Disconnect
{F1P7-Y5CF86RU-2306QDOF},01/04/2010 10:51:55,MVS1908,PC-5518,R:\;R:\131Hd19;R:\53FQbl0;R:\837vZH8;R:\MVS1908,Connect
{V9N2-C3BM03CF-6612EIOI},01/04/2010 10:52:22,JJH2332,PC-1614,R:\;R:\56Fp2C2;R:\81QN933;R:\JJH2332,Connect
{Q1X3-H6MQ50PR-0254CJHJ},01/04/2010 10:52:27,ADG1737,PC-1196,,Disconnect
{T6W3-G0IK89WC-6735PXMA},01/04/2010 10:52:27,CTB3481,PC-8748,R:\;R:\353pYv8;R:\61hBz31;R:\CTB3481,Connect
{C9D6-D9KI14LS-7422AUDI},01/04/2010 10:52:36,DHG0962,PC-9310,R:\;R:\26p76r6;R:\34zHdN0;R:\447qL99;R:\63PL8L2;R:\DHG0962,Connect
{C4Y7-P2AC58YY-2607DSCP},01/04/2010 10:52:37,XCL1792,PC-7186,R:\;R:\11N1617;R:\54Vt3L2;R:\911Jx39;R:\XCL1792,Connect
{V9J0-T1FR97ZQ-2356UOCR},01/04/2010 10:52:47,LQW1314,PC-3932,,Disconnect
{V5K6-T1QM38RR-2125WHGR},01/04/2010 10:52:59,NCR2854,PC-8271,R:\;R:\NCR2854,Connect
{P9C0-Y7PX89VA-5755ABAZ},01/04/2010 10:53:01,QIS2940,PC-7622,,Disconnect
{L5A5-W0UQ48NG-1796SWBT},01/04/2010 10:53:30,GMM0224,PC-4531,,Disconnect
{C6V9-C5JQ92EE-6906MBXN},01/04/2010 10:53:31,MLW2240,PC-1960,,Disconnect
{B5T9-G1TC61YH-8395FEKH},01/04/2010 10:53:37,VDP0790,PC-3576,,Disconnect
{Y2K0-V8JC91TC-0746QATG},01/04/2010 10:53:43,ACB0701,PC-9770,R:\;R:\ACB0701,Connect
{T3Z6-E9IC83YQ-6812ETDF},01/04/2010 10:53:45,FYP1187,PC-8933,R:\;R:\14C2787;R:\14DNW61;R:\15jPC61;R:\415RWs8;R:\FYP1187,Connect
{B4L7-K7UY25FN-7348UYOG},01/04/2010 10:53:55,NCS1854,PC-3307,R:\;R:\36y1MW4;R:\38L5Z45;R:\877Wbv8;R:\NCS1854,Connect
{O5I3-I0UC88QP-0185PBWA},01/04/2010 10:54:01,LLT0291,PC-1250,R:\;R:\14KYR41;R:\873kb79;R:\LLT0291,Connect
{B4C0-S9BV12VR-4033ACOT},01/04/2010 10:54:10,CRL2357,PC-1499,R:\;R:\25m2317;R:\27tG533;R:\98c8q35;R:\CRL2357,Connect
{G2D0-X8AN78TS-4484KGFG},01/04/2010 10:54:13,USF1753,PC-9328,,Disconnect
{O0G4-V7EF54WW-7022FSPC},01/04/2010 10:54:24,MCH3354,PC-0932,,Disconnect
{K7Q5-F0GD37FS-8572LHYB},01/04/2010 10:54:41,MAR2386,PC-5153,,Disconnect
{W5J1-N7DS88LK-9806BIGN},01/04/2010 10:54:49,HGH0727,PC-2482,R:\;R:\16QxYq0;R:\47q3837;R:\54y3717;R:\63Gv4j2;R:\HGH0727,Connect
{B4M0-U7DH47UY-3963RKHK},01/04/2010 10:54:55,ABD3426,PC-8657,R:\;R:\ABD3426,Connect
{R7U8-C1HD54JM-9399KLZC},01/04/2010 10:55:15,XHR2377,PC-4953,,Disconnect
{P1D4-R0QO60HL-3079HIMT},01/04/2010 10:55:17,CHM1561,PC-7046,R:\;R:\CHM1561,Connect
{K8L3-V8TH80UR-0218DAAF},01/04/2010 10:55:22,TBD2008,PC-9046,R:\;R:\831pYg8;R:\TBD2008,Connect
{O2F8-U4KT61GK-8105RPGF},01/04/2010 10:55:26,JJH2332,PC-1614,,Disconnect
{F7U0-W8JJ83QV-1101QXQM},01/04/2010 10:55:45,IIW0399,PC-5045,,Disconnect
{Z3K4-N3KP77UB-6007VUPN},01/04/2010 10:55:54,IKT0917,PC-9893,R:\;R:\31ZvbW0;R:\465fQ59;R:\52yZN31;R:\53N5547;R:\IKT0917,Connect
{J2D2-G6SY75ZO-0024HIOI},01/04/2010 10:56:13,WRF3534,PC-7714,R:\;R:\25Vt493;R:\96G8Gt4;R:\WRF3534,Connect
{U0F2-G1PJ67ZO-0334DJIA},01/04/2010 10:56:26,TNR0319,PC-2130,R:\;R:\22Ltl31;R:\27Sk983;R:\63Vkck0;R:\784Kb19;R:\TNR0319,Connect
{F9U1-U3FR91GK-0308ULLA},01/04/2010 10:56:36,VEW0278,PC-8644,,Disconnect
{U3S1-I4BV89AC-4121AHXY},01/04/2010 10:56:38,HDN2609,PC-8185,,Disconnect
{V3Z0-Q7VT40JR-0008TYSE},01/04/2010 10:56:49,CBA1023,PC-1570,R:\;R:\42gY283;R:\48rr4y2;R:\59ntt61;R:\76xCQG0;R:\CBA1023,Connect
{O0A7-V8PB08VP-0416XGSG},01/04/2010 10:57:04,NCR2854,PC-8271,,Disconnect
{M9Y7-D7BG79RQ-4621MRPP},01/04/2010 10:57:12,ATT1191,PC-2057,R:\;R:\299Vq39;R:\92Qqr11;R:\92yXz81;R:\97bDZ21;R:\ATT1191,Connect
{J5R0-P3XA72HU-9225JRBU},01/04/2010 10:57:14,MIC2325,PC-7190,,Disconnect
{G8S2-T9MZ74XB-6303QGZB},01/04/2010 10:57:18,MIC2325,PC-7190,R:\;R:\74M8J95;R:\MIC2325,Connect
{M6K9-B4WL96OB-0154PYFD},01/04/2010 10:57:30,GFK3498,PC-0027,R:\;R:\15BL723;R:\23r8Mp4;R:\283jJ79;R:\793vHX8;R:\GFK3498,Connect
{I8M6-O4YI58NO-3148YEXE},01/04/2010 10:57:38,FSM0056,PC-5713,,Disconnect
{W4G9-F2FN49WL-1686CVPB},01/04/2010 10:57:57,GAF2480,PC-7235,R:\;R:\GAF2480,Connect
{T9W0-F4RQ24DZ-8231UZAV},01/04/2010 10:58:04,PVV3999,PC-9445,,Disconnect
{F9F5-I2ES51RK-7758DIMM},01/04/2010 10:58:10,MAH0438,PC-1199,,Disconnect
{D0D7-O7HS56FL-7035PJQN},01/04/2010 10:58:13,PWM0708,PC-5380,,Disconnect
{U4J0-C3SA04HX-2767ORFG},01/04/2010 10:58:36,CRL2357,PC-1499,,Disconnect
{E8T9-D3VB06QT-1414TSLG},01/04/2010 10:58:36,QKO2718,PC-7030,,Disconnect
{Q9B6-B8CI30TF-4215UPXE},01/04/2010 10:58:45,OED3393,PC-8007,,Disconnect
{Z5P5-J2SY46OO-0083RDQL},01/04/2010 10:58:48,AHC1994,PC-5218,R:\;R:\AHC1994,Connect
{F5X5-E2DC97LB-0480AHLC},01/04/2010 10:58:48,CCN2726,PC-6879,R:\;R:\19Hp7d2;R:\55n53r6;R:\CCN2726,Connect
{H8G2-N8YB94BF-4555NKUX},01/04/2010 10:58:50,CRM0139,PC-8757,,Disconnect
