id,date,user,pc,activity
{V3H8-P5HM68JU-1835MMPL},01/04/2010 07:32:00,ZCT1009,PC-6867,Logon
{Z7V7-F1XD50KK-7128KPTP},01/04/2010 07:33:00,ACR0748,PC-6296,Logon
{N5P5-W0JI88BT-9048HBVW},01/04/2010 07:33:00,ADB0350,PC-9386,Logon
{C5G9-G1CJ62VZ-0988KUSK},01/04/2010 07:33:00,AKL1605,PC-2670,Logon
{I9Q7-Z9XU72MJ-2011LSBF},01/04/2010 07:33:00,APA1788,PC-5022,Logon
{N4W7-W1GU28PQ-6205SQQA},01/04/2010 07:33:00,BLL3585,PC-3079,Logon
{B8B0-Y3TH41ZW-5675LZRU},01/04/2010 07:33:00,CDB2017,PC-8758,Logon
{S2Y0-G1IQ06TJ-7940OQDE},01/04/2010 07:33:00,CLG3616,PC-7383,Logon
{A1J9-H2MB18RG-9061ISYR},01/04/2010 07:33:00,ETG2821,PC-3891,Logon
{T8I7-W4FW96VK-7118NDZN},01/04/2010 07:33:00,FGC0114,PC-5400,Logon
{Y9L6-K4IO85JI-0369YDON},01/04/2010 07:33:00,GAN1584,PC-5050,Logon
{V3N9-X1AE04QN-9811DCGX},01/04/2010 07:33:00,GEB3975,PC-0586,Logon
{N1X9-W1QB72BL-7325EHKX},01/04/2010 07:33:00,GEH0420,PC-9052,Logon
{C0V6-J6KQ15RJ-1711OMBA},01/04/2010 07:33:00,GJM2800,PC-0153,Logon
{W1J1-E7JH49XH-1880QTZX},01/04/2010 07:33:00,GRY1398,PC-3048,Logon
{V9H1-M2NS49VP-1758HRDG},01/04/2010 07:33:00,HBM2126,PC-6386,Logon
{V5I9-B6RR10YR-8438WQIF},01/04/2010 07:33:00,HKT1778,PC-9126,Logon
{A6J2-X9JE35WF-1281RPYL},01/04/2010 07:33:00,JAC2001,PC-6621,Logon
{H9D2-P8PC45VX-7539KONR},01/04/2010 07:33:00,JJB1598,PC-8240,Logon
{B8C7-J2CL26VK-8023KBBE},01/04/2010 07:33:00,JSC3976,PC-8765,Logon
{V7L8-B5NJ65AU-3833FIWD},01/04/2010 07:33:00,KBC1485,PC-3952,Logon
{L9X3-V6EK30AN-1378NCXZ},01/04/2010 07:33:00,KJR1377,PC-6207,Logon
{D5Z6-I5HY20OK-6620OYUN},01/04/2010 07:33:00,LKC1944,PC-9159,Logon
{A3L7-W2UV79HD-6708RORG},01/04/2010 07:33:00,MMR1695,PC-8796,Logon
{Q7C6-Z1KG41KN-7193YGDI},01/04/2010 07:33:00,NJR1714,PC-7381,Logon
{W5H0-N9II77AS-6552MNOO},01/04/2010 07:33:00,PCA3344,PC-2570,Logon
{Y2N5-T4RH75CI-9718QVNY},01/04/2010 07:33:00,PRH1717,PC-4997,Logon
{O1J0-C6GB60NZ-7746WPJM},01/04/2010 07:33:00,QCB1360,PC-4135,Logon
{I8G8-A2KB35QO-7302JOYZ},01/04/2010 07:33:00,RDP2116,PC-6534,Logon
{C0H7-X5OR04SN-5570PMOJ},01/04/2010 07:33:00,UMM3017,PC-2471,Logon
{Z3L4-G1JF38FG-9800QNGI},01/04/2010 07:33:00,VMJ3068,PC-4265,Logon
{Y7F2-I9GG67QM-4510ONEK},01/04/2010 07:33:00,VMW1500,PC-8908,Logon
{U2Q4-V8EA10GN-9128CAKZ},01/04/2010 07:33:00,WCP2123,PC-6600,Logon
{X7E3-J7CP74AS-0374YZVP},01/04/2010 07:33:00,WSM2798,PC-0346,Logon
{E2J3-B4ON38CU-9045TFGN},01/04/2010 07:33:00,XAB0627,PC-2560,Logon
{H4F2-S4QP64LU-5306QEYS},01/04/2010 07:33:00,XCJ0023,PC-9020,Logon
{I8Y2-X8SD00WH-1612ILIH},01/04/2010 07:34:00,ACS1921,PC-6938,Logon
{S5E0-V0RC65BN-7410JZSU},01/04/2010 07:34:00,ATC1587,PC-2425,Logon
{E7P2-V5HA46SP-9656VLZU},01/04/2010 07:34:00,AXL0479,PC-2113,Logon
{X4J5-J8LR53RB-2052DHOV},01/04/2010 07:34:00,BAT3066,PC-0912,Logon
{T2W0-V4YW85JP-2414MNQB},01/04/2010 07:34:00,BBH3587,PC-9150,Logon
{L5T6-G2TZ10KJ-4515EFXH},01/04/2010 07:34:00,BKF0427,PC-1084,Logon
{Q0P1-D0NJ85DK-6146MQEN},01/04/2010 07:34:00,BYS3626,PC-8495,Logon
{K8C9-W0VN25FT-7723NOGP},01/04/2010 07:34:00,CSP0483,PC-7505,Logon
{Y6B6-P5XP96AX-3562MPKG},01/04/2010 07:34:00,DAL1943,PC-4763,Logon
{N6W1-J1QI77UQ-2171JCFU},01/04/2010 07:34:00,DJH1506,PC-8917,Logon
{F9J3-V0LC33BL-5918UKXO},01/04/2010 07:34:00,DSJ1384,PC-3080,Logon
{J3S9-F3PU73EM-1570KMDY},01/04/2010 07:34:00,EMO2120,PC-1285,Logon
{Y9P3-Z2EE74YN-3013CQVJ},01/04/2010 07:34:00,GCM0813,PC-0795,Logon
{O0R4-F4NV25ZR-3452LQOO},01/04/2010 07:34:00,IAA3012,PC-0978,Logon
{D5B4-G8TI12HQ-8980ACXB},01/04/2010 07:34:00,IIW0361,PC-3467,Logon
{E6P6-O6HH89ZB-4005GUTP},01/04/2010 07:34:00,INB3109,PC-2613,Logon
{Y3M2-S6ZW22JP-6311EBTH},01/04/2010 07:34:00,JJY3112,PC-4898,Logon
{W5A2-H5ZZ21TJ-6369DQYA},01/04/2010 07:34:00,KAW3589,PC-9274,Logon
{D4D3-E1JJ48MZ-9498GTIL},01/04/2010 07:34:00,KCG0979,PC-7422,Logon
{F1X1-J7EV48TY-7159OVXP},01/04/2010 07:34:00,KLL3118,PC-8563,Logon
{F6N6-G4QH31VA-8782TLEC},01/04/2010 07:34:00,KMS1530,PC-8142,Logon
{W8D1-W3KN18DT-8113INCW},01/04/2010 07:34:00,KNM0423,PC-2035,Logon
{L2E8-D4XF22KJ-7315CPKH},01/04/2010 07:34:00,LFR0075,PC-1308,Logon
{E8P1-R0PL14VQ-9626ORBH},01/04/2010 07:34:00,LGF1503,PC-8063,Logon
{Z8B9-P6GU58SI-7105UZAR},01/04/2010 07:34:00,LRW1502,PC-5556,Logon
{N6I6-G6QN51BF-4897MEIN},01/04/2010 07:34:00,MAG2667,PC-9526,Logon
{B9Q8-Z5PZ46LI-1311RNHP},01/04/2010 07:34:00,MDD1920,PC-0515,Logon
{D3O7-Z9KR84DW-2006EDFU},01/04/2010 07:34:00,MHV1529,PC-1457,Logon
{S2D7-R6HT61TS-9113JIXJ},01/04/2010 07:34:00,MWH1018,PC-1727,Logon
{D7Q1-C4BY56IA-3507JKQJ},01/04/2010 07:34:00,OAG1468,PC-6840,Logon
{Z4D2-H3VQ15NA-6002IPEQ},01/04/2010 07:34:00,OHF0078,PC-0296,Logon
{B4S6-R1ZW00CG-3307KWSJ},01/04/2010 07:34:00,OZH2737,PC-4770,Logon
{Y5P8-Q6LB48OI-1514DYBM},01/04/2010 07:34:00,RBP1171,PC-6754,Logon
{S6Z9-U0NB32EX-3788KWIC},01/04/2010 07:34:00,SHC1585,PC-9075,Logon
{H4J7-P1TQ27GJ-0842SZQE},01/04/2010 07:34:00,SKB3336,PC-5672,Logon
{X3G4-Z2LK79MR-2030QIOQ},01/04/2010 07:34:00,VJB1928,PC-7171,Logon
{X1L6-M5DL32LB-9228MPJF},01/04/2010 07:34:00,WKH1787,PC-8608,Logon
{W0Z4-W7CB62MW-0277DWUW},01/04/2010 07:34:00,ZOO1613,PC-8852,Logon
{W2R4-I8CB58VK-8552QMQN},01/04/2010 07:34:06,JGN1767,PC-9317,Logon
{F0D0-V1FK62TA-1102FLBP},01/04/2010 07:34:39,STC3053,PC-4482,Logon
{G5V1-V7GJ87CH-4484MHQY},01/04/2010 07:35:00,ABK0481,PC-3006,Logon
{J6U4-K0KJ26HE-7919ZYPL},01/04/2010 07:35:00,AGW1590,PC-7132,Logon
{A1Y3-G3ZG03KK-4301LQAW},01/04/2010 07:35:00,AMH1481,PC-2583,Logon
{K7D6-Z9WC56SV-9113GRDE},01/04/2010 07:35:00,AMS0630,PC-4003,Logon
{X3X2-U2XT93PC-6959YWGL},01/04/2010 07:35:00,ASD3348,PC-9816,Logon
{U8N9-O2VN81UI-9741XRKY},01/04/2010 07:35:00,BCB0294,PC-3350,Logon
{X6W8-M4MS25DF-7654UJFO},01/04/2010 07:35:00,BRG3113,PC-8389,Logon
{E1X9-H2XG64YG-2636YKQZ},01/04/2010 07:35:00,BXT2678,PC-1495,Logon
{S4U5-A3OZ75BS-2618BKJH},01/04/2010 07:35:00,CKG3838,PC-7879,Logon
{W6W6-T8AU62VL-4722UOAC},01/04/2010 07:35:00,CTH0626,PC-3118,Logon
{Z6N9-E4QB43HX-7709XMTJ},01/04/2010 07:35:00,DDC0980,PC-4903,Logon
{U2I3-B8WF01PR-0480DQNW},01/04/2010 07:35:00,DKS1509,PC-9974,Logon
{X2U4-Z6GD96JG-9295EERG},01/04/2010 07:35:00,DNM0275,PC-4453,Logon
{A2K5-S7HC16MR-5836EIXP},01/04/2010 07:35:00,DQS0752,PC-4133,Logon
{E3B3-L6WK13NR-6803PLWD},01/04/2010 07:35:00,FDT0213,PC-0431,Logon
{Y3M0-O7YG53XQ-8913EZJM},01/04/2010 07:35:00,GDM3960,PC-7415,Logon
{R1U4-D7SJ49JC-8431QPHO},01/04/2010 07:35:00,HJR2127,PC-8449,Logon
{P3P3-R3NM42KP-7712XWXJ},01/04/2010 07:35:00,HYP1591,PC-6703,Logon
{L2Z5-V6OV07QQ-1580JBHC},01/04/2010 07:35:00,ISR0021,PC-2885,Logon
{Q0K0-M3PU08CT-2175PNZU},01/04/2010 07:35:00,JAB2131,PC-3914,Logon
{H1M7-C6GU58FT-7791LOJA},01/04/2010 07:35:00,JAS0353,PC-7418,Logon
{Q1P0-O9EB93XC-9160EXOG},01/04/2010 07:35:00,KEW1179,PC-5217,Logon
{F2N6-R0WI42LB-7123WLRJ},01/04/2010 07:35:00,KFG2735,PC-2786,Logon
{J4X9-Q2ED90ER-0377YSQG},01/04/2010 07:35:00,KIG1594,PC-1130,Logon
{I4F8-E2VZ44AO-1125GYQX},01/04/2010 07:35:00,KLH0276,PC-9418,Logon
{M4Z5-Q7BZ61HA-9028ZRAJ},01/04/2010 07:35:00,LGR3119,PC-0339,Logon
{L1H8-F8SS40IQ-9314NJXJ},01/04/2010 07:35:00,MCT0424,PC-7236,Logon
{A0M8-K9BA47IV-2493NSWE},01/04/2010 07:35:00,MEA3886,PC-3897,Logon
{V9U1-C3IM94OK-8926ZGVK},01/04/2010 07:35:00,NHV2004,PC-1911,Logon
{M5F6-N3ZK16JD-9483TXDY},01/04/2010 07:35:00,OHC1892,PC-9628,Logon
{T5I7-R0NC45DC-6821QIXK},01/04/2010 07:35:00,PMG0284,PC-8368,Logon
{M1R5-A7EU72JR-8500GKFV},01/04/2010 07:35:00,REJ2666,PC-9016,Logon
{U1L8-Z8ZU30FQ-3994RXVO},01/04/2010 07:35:00,SBJ3628,PC-7966,Logon
{C7Z0-W9XP78TA-1436JCXP},01/04/2010 07:35:00,SHH0970,PC-8871,Logon
{F3A2-W0RH45UZ-8776NTWQ},01/04/2010 07:35:00,TAM1488,PC-8448,Logon
{Y5T6-A5BZ82DH-2780CHQD},01/04/2010 07:35:00,TJP2817,PC-3059,Logon
{C7B8-M6NM46SI-4311HSKB},01/04/2010 07:35:00,UCG0322,PC-5746,Logon
{F0H6-F4OZ97QI-2447RMKJ},01/04/2010 07:35:00,UDB1170,PC-9549,Logon
{P8M4-U6PP91UI-1226AXWJ},01/04/2010 07:35:00,YOH1176,PC-3604,Logon
{D1Y9-A0MG44JD-2784OYIG},01/04/2010 07:36:00,AAF0819,PC-8894,Logon
{J3P9-D1PW77NS-3835KGSX},01/04/2010 07:36:00,ADM1894,PC-5313,Logon
{G7Q7-X1DT48QI-8133VMPS},01/04/2010 07:36:00,APP1996,PC-4784,Logon
{J4H4-D7PE71AB-2238QWQA},01/04/2010 07:36:00,ATT0293,PC-2385,Logon
{R4R1-M9GK12SE-2173XTJC},01/04/2010 07:36:00,CAR2748,PC-1078,Logon
{G1N4-N6LW84IY-7781SUJW},01/04/2010 07:36:00,CJH3630,PC-4214,Logon
{A0V2-U7SX97YG-8703JHIJ},01/04/2010 07:36:00,CQC0997,PC-4253,Logon
{Z2N2-Y0PQ91GF-1938DXRP},01/04/2010 07:36:00,CSG1600,PC-3135,Logon
{G8J9-C0LB28XB-7552JSVZ},01/04/2010 07:36:00,DAH3331,PC-1489,Logon
{I7Z3-B3YU59DK-0121QYAU},01/04/2010 07:36:00,DBH1596,PC-2202,Logon
{R5Y3-G9ZD32PY-4768LIBV},01/04/2010 07:36:00,DCW1901,PC-1738,Logon
{K5Y5-R6CV95IK-0937LEPU},01/04/2010 07:36:00,DFW1467,PC-5681,Logon
{T5D1-A2TY95ZU-2779OQJY},01/04/2010 07:36:00,DNB1999,PC-1294,Logon
{O6B1-F6NF28SE-4969ALTJ},01/04/2010 07:36:00,DWY3973,PC-5665,Logon
{Z2D5-S5AD56TI-0126ONTU},01/04/2010 07:36:00,EGB3624,PC-6624,Logon
{R5N2-L5SS71AE-7811MEIK},01/04/2010 07:36:00,ERH0815,PC-8786,Logon
{W3S2-I3PZ15QI-9728GIDL},01/04/2010 07:36:00,FXD3105,PC-7615,Logon
{E9K2-N0ER87YM-7253JJRV},01/04/2010 07:36:00,GLM3106,PC-6813,Logon
{I4F6-P1FR49JE-0160RCBO},01/04/2010 07:36:00,GNB3337,PC-3457,Logon
{F5B0-T3NE87WN-4521JIOH},01/04/2010 07:36:00,IPB1935,PC-6801,Logon
{R4K3-Q1QX30UF-8304HEXM},01/04/2010 07:36:00,IWG0058,PC-4074,Logon
{R0X4-V2ND56QD-0619KSYT},01/04/2010 07:36:00,JHF0480,PC-7373,Logon
{K6G1-C8FY42BW-2330YOBX},01/04/2010 07:36:00,JMS0149,PC-2950,Logon
{D0E5-S7XG67ZC-6126KFVL},01/04/2010 07:36:00,JNS3342,PC-9061,Logon
{Y6E0-N0GH06BN-4021SDCV},01/04/2010 07:36:00,KCW3064,PC-7812,Logon
{U5Q7-U3NM39FS-8118IFCN},01/04/2010 07:36:00,KWD3977,PC-1734,Logon
{J0B3-D6SZ45BJ-0301WPWS},01/04/2010 07:36:00,LNK3345,PC-5649,Logon
{K2O7-G6PH11ZT-2539BDSF},01/04/2010 07:36:00,LQJ3060,PC-6784,Logon
{U4Z3-B2LG73YI-4365QJQH},01/04/2010 07:36:00,LRM1362,PC-7080,Logon
{V0K4-N8QF60PJ-9209RMWX},01/04/2010 07:36:00,MBS1375,PC-4798,Logon
{L3R1-X8DQ11EI-7363UDXA},01/04/2010 07:36:00,MKM1993,PC-0770,Logon
{C8T3-R3RS85AY-8025DPKQ},01/04/2010 07:36:00,MVB3343,PC-7814,Logon
{D8G8-M0WK29RB-3386NXTE},01/04/2010 07:36:00,NGS2820,PC-5174,Logon
{G3Q3-W8HD13QF-9606ODYZ},01/04/2010 07:36:00,NJM0440,PC-0411,Logon
{H4J6-G6XW14XT-2415FJGI},01/04/2010 07:36:00,PSH3834,PC-5040,Logon
{Y0P0-W9ET65WA-9776MVWV},01/04/2010 07:36:00,RAI1483,PC-8131,Logon
{H6Q1-X5GG18HZ-5367ATPY},01/04/2010 07:36:00,ROB2744,PC-4615,Logon
{C0V1-V5DL00YI-6877QJOA},01/04/2010 07:36:00,SBO3115,PC-9404,Logon
{U5H7-E6QC79CS-4130GOFX},01/04/2010 07:36:00,SBS1606,PC-5790,Logon
{O0R4-V1PY42HK-8523YHXF},01/04/2010 07:36:00,SCL0022,PC-3317,Logon
{U1V6-B9UD39DM-3539DXEQ},01/04/2010 07:36:00,SES2670,PC-9297,Logon
{V0X0-V5IR58UN-4639MSPJ},01/04/2010 07:36:00,THH2751,PC-1098,Logon
{W2T7-V2NX95FH-0429QWDU},01/04/2010 07:36:00,TKK0628,PC-2926,Logon
{K8T7-R9OP18OU-8074RDJZ},01/04/2010 07:36:00,TWH1178,PC-9304,Logon
{Y0D2-H7XV62YF-4720MGIZ},01/04/2010 07:36:00,VKM1515,PC-4728,Logon
{Q1E3-X8KW19LT-8216QVSQ},01/04/2010 07:36:00,WAR1374,PC-7982,Logon
{W4Y7-G2JV27TI-9012GVNO},01/04/2010 07:36:00,WBS3870,PC-2098,Logon
{Z5R7-T4TV50CS-4022NEMR},01/04/2010 07:36:00,XJM3874,PC-7831,Logon
{P7K6-W3NP21OR-8376OJPY},01/04/2010 07:36:00,XTB3322,PC-3480,Logon
{C2M0-I9DK07RW-5263JVOY},01/04/2010 07:37:00,AAP0352,PC-6708,Logon
{J2N8-T8RW57GI-5746BONH},01/04/2010 07:37:00,ADR1517,PC-2902,Logon
{R2Z4-D7QK94OS-3387PGWY},01/04/2010 07:37:00,BAL3618,PC-3456,Logon
{N4E5-G5CS82CM-7688NWBH},01/04/2010 07:37:00,BDJ3326,PC-6252,Logon
{M4F1-X4CP95NX-7155SHUD},01/04/2010 07:37:00,BKM3611,PC-8589,Logon
{B3C6-O7IP99EL-1861WVTW},01/04/2010 07:37:00,BYC3970,PC-0790,Logon
{R7P5-V8SG55KU-4972SDRH},01/04/2010 07:37:00,CNP1183,PC-4745,Logon
{U0C8-P9QD49GN-9078QDHH},01/04/2010 07:37:00,DMW2128,PC-7157,Logon
{G5Y3-Q8ZP91NQ-0642YTEC},01/04/2010 07:37:00,DRB0202,PC-0568,Logon
{S1M2-Y4UM70WW-1116AKLZ},01/04/2010 07:37:00,EIY2749,PC-4187,Logon
{V6M1-C2SH97UB-2264HOKZ},01/04/2010 07:37:00,FDS0810,PC-4138,Logon
{M7T1-V9NV40VZ-6553NFRP},01/04/2010 07:37:00,GAB1885,PC-0390,Logon
{A3P6-R8JJ18QY-8960CZVX},01/04/2010 07:37:00,GFB1385,PC-0834,Logon
{Z0C4-O6RU33LI-8519YKGY},01/04/2010 07:37:00,GKN0168,PC-2101,Logon
{Q7N5-C4AT28EN-8840EASJ},01/04/2010 07:37:00,ICH1478,PC-1393,Logon
{O4I1-A9NB55LL-3378TBHG},01/04/2010 07:37:00,IJC3881,PC-0365,Logon
{T5F3-G5TJ27PR-6774KKFN},01/04/2010 07:37:00,ISR1364,PC-1533,Logon
{P2Z2-H3CY65MK-1753WFWF},01/04/2010 07:37:00,ISR1477,PC-7476,Logon
{E5E0-H4WZ69YI-6522EAWK},01/04/2010 07:37:00,JFL2674,PC-6677,Logon
{X6Q2-C1FT67LH-1101FKRA},01/04/2010 07:37:00,JNG1998,PC-8238,Logon
{F5S5-K3QJ93XI-8290CCSN},01/04/2010 07:37:00,JSJ2743,PC-3591,Logon
{O5F3-H0WP46MJ-6283PIYY},01/04/2010 07:37:00,JSN0214,PC-0472,Logon
{P5C9-Q1RX23RV-9484LZSL},01/04/2010 07:37:00,KCT3965,PC-4540,Logon
{W7A1-U6KV55OY-4478EZLL},01/04/2010 07:37:00,KDC1487,PC-5727,Logon
{E3O1-Z2JU21OH-3840ZYTY},01/04/2010 07:37:00,KRB3120,PC-2945,Logon
{Y2V5-O2QJ60XK-1680VAEQ},01/04/2010 07:37:00,LCW3879,PC-6378,Logon
{W1K2-Y6MS29TS-7350TRJZ},01/04/2010 07:37:00,LDW1472,PC-4514,Logon
{Q9Y9-W2AX73AD-1869LRYC},01/04/2010 07:37:00,LIG2813,PC-4471,Logon
{H2X8-M1WX79MM-5690IZJJ},01/04/2010 07:37:00,OKF2007,PC-1957,Logon
{N4F3-B5IN11WZ-0018MFTA},01/04/2010 07:37:00,OWD0981,PC-5621,Logon
{M7T4-D3KD03BX-6643ZXKQ},01/04/2010 07:37:00,PJC1252,PC-7983,Logon
{T4I1-L0NO32FK-1115LIOS},01/04/2010 07:37:00,RAH1514,PC-7253,Logon
{K3C3-G0HX27UK-0431WFNK},01/04/2010 07:37:00,RBB3867,PC-6108,Logon
{T7C1-K1VC67VV-8891EEFW},01/04/2010 07:37:00,RCT1697,PC-5770,Logon
{Y4G4-T9GX19KH-6176IWRO},01/04/2010 07:37:00,RPS3617,PC-5963,Logon
{Y2Z0-H4IY14TE-7496CIWW},01/04/2010 07:37:00,SJG1510,PC-1093,Logon
{F1Z3-B5JA90YD-2168CQAF},01/04/2010 07:37:00,TGA2006,PC-7285,Logon
{E1Q7-E9PS04SD-7138QWUR},01/04/2010 07:37:00,TMB1474,PC-1865,Logon
{H3Q8-A7GC31HP-5210GSAV},01/04/2010 07:37:00,WAW0422,PC-6986,Logon
{D7M2-B1AI88WG-3861BMXI},01/04/2010 07:37:00,WNO1466,PC-3303,Logon
{P1C6-A2GX01FZ-8616TEHL},01/04/2010 07:37:00,WNW2002,PC-6583,Logon
{G2N6-Y9HQ42WL-1166CRPC},01/04/2010 07:37:00,WSS0820,PC-7704,Logon
{C2L0-Q3XD21FU-7117EVHG},01/04/2010 07:37:00,ZCE3578,PC-9056,Logon
{S9Q1-P5RG97KX-2357HKUC},01/04/2010 07:37:00,ZZO2997,PC-3120,Logon
{D6R7-Y8HM62EW-8691RGNJ},01/04/2010 07:37:11,STC3053,PC-4482,Logoff
{N7W7-R5WG03WY-6340GDBS},01/04/2010 07:38:00,ACW0426,PC-7481,Logon
{N5N3-K3IQ16IJ-3054OTBF},01/04/2010 07:38:00,AKC1929,PC-3193,Logon
{N8X3-O3BN19DT-1759QLDS},01/04/2010 07:38:00,AMA2808,PC-3872,Logon
{B3D3-D3AC65LJ-7514HUXF},01/04/2010 07:38:00,ANF3332,PC-8927,Logon
{B8G8-J1WW70QC-0534NSCR},01/04/2010 07:38:00,ARH1610,PC-9157,Logon
{J7S2-S8FV47FF-5574GMCX},01/04/2010 07:38:00,ARM0076,PC-2054,Logon
{D3Z0-T8UU25HS-9679GLUB},01/04/2010 07:38:00,AZK0622,PC-5283,Logon
{U4Z3-C3BQ09II-2640UYZY},01/04/2010 07:38:00,BBB3612,PC-8399,Logon
{A9J3-C8EP38ME-8122PWMW},01/04/2010 07:38:00,BCB2676,PC-0113,Logon
{M6J1-L2OO66GN-7738JXGK},01/04/2010 07:38:00,BLS3327,PC-7493,Logon
{J3U7-I0AP55LM-3150WOTE},01/04/2010 07:38:00,BSV1499,PC-1805,Logon
{R5M1-U6QA91LK-5242KHRL},01/04/2010 07:38:00,CTP3877,PC-4397,Logon
{N2G2-D7ZQ65EP-8410TRMO},01/04/2010 07:38:00,DEP0163,PC-2217,Logon
{I3T3-N6FH29BU-9376HXNN},01/04/2010 07:38:00,DNM2823,PC-9321,Logon
{N1Q5-C7WC35OB-4733ZZKM},01/04/2010 07:38:00,DSB2734,PC-7737,Logon
{P9U3-J2XM73GX-7913CUUE},01/04/2010 07:38:00,DWB0238,PC-3102,Logon
{X4G3-V7EE74HT-2379KVIS},01/04/2010 07:38:00,EKV3321,PC-7005,Logon
{C6R1-X7PZ81SF-4101RTOC},01/04/2010 07:38:00,FKJ1521,PC-9359,Logon
{O8C6-J5HZ49ZW-2157ILNE},01/04/2010 07:38:00,GRL3110,PC-5062,Logon
{D7W8-H4YS36GV-2584VNQZ},01/04/2010 07:38:00,GRM1511,PC-9218,Logon
{R8K3-H3PE98NY-5512BJAZ},01/04/2010 07:38:00,HCO3108,PC-5337,Logon
{J7Z7-P9KX81UG-5570CXPJ},01/04/2010 07:38:00,HDC2132,PC-7278,Logon
{P3R0-M0YT65FI-6103NKUE},01/04/2010 07:38:00,HIF0482,PC-2886,Logon
{D0R7-K0GB53AJ-2938ZKZN},01/04/2010 07:38:00,HWP0364,PC-5942,Logon
{U5X3-S9FC08OS-5463KDUN},01/04/2010 07:38:00,IKK3333,PC-1966,Logon
{X9N6-V4WY66ZT-8814AFHW},01/04/2010 07:38:00,IRT2811,PC-1510,Logon
{I9S8-Z7HC81WG-0835QTAP},01/04/2010 07:38:00,JRB2741,PC-9654,Logon
{E6O1-Y9YQ85GO-3998HJWW},01/04/2010 07:38:00,JRP0250,PC-4959,Logon
{N4Z6-I1XX67ZL-2662PHZY},01/04/2010 07:38:00,KEF0629,PC-6243,Logon
{R4W4-U6JM82LW-7577TWGA},01/04/2010 07:38:00,KGR2815,PC-5951,Logon
{Z4S4-I0WC83IZ-7008HGKK},01/04/2010 07:38:00,LMZ1501,PC-2386,Logon
{L6A4-R6UX85GS-6211CCNL},01/04/2010 07:38:00,MCB2802,PC-0094,Logon
{V5V0-Q3ZW88DC-2013ODCY},01/04/2010 07:38:00,MDE2114,PC-9006,Logon
{C9R6-X6VU80WP-1198CCAC},01/04/2010 07:38:00,NSC0237,PC-4999,Logon
{Z0Q5-D0CA58EE-5009XGNA},01/04/2010 07:38:00,ORM1484,PC-6398,Logon
{N2P2-Y2HA73HZ-9152LAMV},01/04/2010 07:38:00,QJA3887,PC-7582,Logon
{U7V2-F5IB34XN-8669KCOB},01/04/2010 07:38:00,QNW0977,PC-8353,Logon
{X5B8-W0KD51OQ-1389UAOQ},01/04/2010 07:38:00,RAB2739,PC-5408,Logon
{J2H6-J0EG52MZ-5989MWSI},01/04/2010 07:38:00,RTS2009,PC-7059,Logon
{R1W4-D2SM72ZI-6351QQCK},01/04/2010 07:38:00,SJN1601,PC-6440,Logon
{J0S5-G5EZ30JR-8954JJJO},01/04/2010 07:38:00,TAC3330,PC-2771,Logon
{E1Y1-I8FB85AJ-2116EWGJ},01/04/2010 07:38:00,TKP0210,PC-3482,Logon
{K9W5-M7QV90YN-5279YQCM},01/04/2010 07:38:00,TLW2668,PC-8333,Logon
{N4W6-Z6VW83JO-7290UKKH},01/04/2010 07:38:00,TQR3104,PC-5768,Logon
{O9L1-E7EB44FT-1001APCQ},01/04/2010 07:38:00,WBE0967,PC-4844,Logon
{H7H3-Z0CE65LE-5440TZEF},01/04/2010 07:39:00,ABH2671,PC-1249,Logon
{G3C3-I1BU22LW-1680ZIAU},01/04/2010 07:39:00,ACM3964,PC-7773,Logon
{W1B9-R8UI72GF-2748AQUW},01/04/2010 07:39:00,ACP2122,PC-7601,Logon
{Z0Q2-O1DX34AC-3654CWKK},01/04/2010 07:39:00,AFF1492,PC-3284,Logon
{K9J0-T1YX13JB-7342NYXL},01/04/2010 07:39:00,AHC1994,PC-5218,Logon
{D1A3-L0AE65AP-2587AUXL},01/04/2010 07:39:00,ASW1918,PC-3162,Logon
{V3Z0-P3PH45CJ-8487KRNU},01/04/2010 07:39:00,AYA3962,PC-8534,Logon
{Y0X9-J1JP26FK-9965SEGQ},01/04/2010 07:39:00,BJC0366,PC-9899,Logon
{T1W2-R7XY40WP-1251JJTX},01/04/2010 07:39:00,CDW2000,PC-5957,Logon
{O3B0-E9DM66UD-9357EFTI},01/04/2010 07:39:00,CJF1934,PC-2564,Logon
{U5T3-N7PB75BW-3414YEOF},01/04/2010 07:39:00,CRC2747,PC-0496,Logon
{O0G2-L0RN02SI-3109ZEDO},01/04/2010 07:39:00,DBV2736,PC-5302,Logon
{B4W7-F7HQ95KF-1333JRNB},01/04/2010 07:39:00,EPW3971,PC-1937,Logon
{R3R9-H2XA68PB-9880MXWK},01/04/2010 07:39:00,FAJ3101,PC-4658,Logon
{H1G6-I1WB78UR-8162CAKQ},01/04/2010 07:39:00,FZS0969,PC-6630,Logon
{K5J9-L4KW19XL-0108DSDG},01/04/2010 07:39:00,GJO3614,PC-3507,Logon
{T7G0-K5JF50XU-9421BWLF},01/04/2010 07:39:00,GKL1516,PC-2572,Logon
{X8E3-A3JF93JI-7281ARMG},01/04/2010 07:39:00,GLB0419,PC-0340,Logon
{E1G2-B4TI39SD-5149TAPD},01/04/2010 07:39:00,GYM1926,PC-3587,Logon
{C3X3-J9DT60AS-8910OESO},01/04/2010 07:39:00,IAR1895,PC-7439,Logon
