user,avg_login_hour,login_variance,avg_logout_hour,logout_variance,avg_session_hours,max_session_hours,min_session_hours,session_variance,total_logins,working_days,avg_logins_per_day,unique_pcs,primary_pc,primary_pc_percentage,device_switches,night_login_count,offhour_percentage,weekend_logins,weekday_logins,first_login,last_login,anomaly_score,anomaly
DTAA/VUF0522,11.638695652173912,2.1147666056364285,18.03396135265701,0.0721380642298258,6.395438003220612,10.282222222222222,3.785833333333333,2.1151453577466235,345,345,1.0,1,PC-3818,100.0,0,0,12.46376811594203,0,345,2010-01-04 07:53:58,2011-05-13 18:08:08,0.09801964156045628,Normal
DTAA/MJM0469,11.633381642512076,1.964829444435688,17.7775845410628,0.0689878936922183,6.1442165861513685,10.280277777777778,3.8975,1.9690006737210064,345,345,1.0,1,PC-1592,100.0,0,0,18.26086956521739,0,345,2010-01-04 07:41:50,2011-05-13 17:52:18,0.09833457312348243,Normal
DTAA/NLD0701,6.484975845410628,0.0944890092257938,15.534444444444444,0.0693818839652453,9.04930193236715,9.324166666666668,8.768888888888888,0.1199006036626695,345,345,1.0,1,PC-1189,100.0,0,0,100.0,0,345,2010-01-04 06:30:25,2011-05-13 15:31:44,0.09850242035763612,Normal
DTAA/KMW0755,9.24231884057971,0.0943225271631055,20.27917874396136,0.0715200541912444,11.037595813204508,11.296944444444444,10.767777777777775,0.1169873065881384,345,345,1.0,1,PC-1519,100.0,0,0,0.0,0,345,2010-01-04 09:11:33,2011-05-13 20:23:16,0.09851180190362507,Normal
DTAA/AMS0897,11.664541062801932,1.9269349960519813,17.780531400966183,0.0734456134550591,6.116280998389692,10.326666666666666,3.891944444444445,1.9332436377448088,345,345,1.0,1,PC-0508,100.0,0,0,17.391304347826086,0,345,2010-01-04 11:24:48,2011-05-13 17:49:53,0.09868713629541859,Normal
DTAA/JCT0410,11.065410628019324,1.8799650112756263,17.284106280193235,0.0739987973214304,6.218826892109502,10.310833333333331,3.8986111111111112,1.8863644558271804,345,345,1.0,1,PC-1699,100.0,0,0,17.681159420289855,0,345,2010-01-04 11:05:53,2011-05-13 17:11:21,0.09895825547257864,Normal
DTAA/HCR0795,7.243091787439614,0.0938419124649053,15.289420289855071,0.0706648852564956,8.046678743961353,8.320277777777777,7.765,0.1127774777993224,345,345,1.0,1,PC-2757,100.0,0,0,100.0,0,345,2010-01-04 07:21:34,2011-05-13 15:14:43,0.09907693061006417,Normal
DTAA/CDS0110,11.8812077294686,1.9211731627802608,18.03082125603865,0.0721808796831169,6.149962962962962,10.310277777777776,3.91,1.9246039853996164,345,345,1.0,1,PC-4367,100.0,0,0,11.594202898550725,0,345,2010-01-04 13:02:53,2011-05-13 17:57:07,0.09917262028105256,Normal
DTAA/EEB0134,12.360241545893718,1.8978159042288207,17.532850241545894,0.0717069369513891,5.172466988727859,9.247222222222222,2.870277777777778,1.8995571116123244,345,345,1.0,1,PC-0596,100.0,0,0,0.0,0,345,2010-01-04 14:19:24,2011-05-13 17:31:20,0.09955612545147902,Normal
DTAA/ECD0029,9.240868263473054,0.0926779395429302,19.287125748502994,0.0737633367751721,10.045766799733864,10.300277777777778,9.765555555555556,0.1153672822071326,334,334,1.0,1,PC-4184,100.0,0,0,0.0,0,334,2010-01-04 09:10:13,2011-04-28 19:11:58,0.09965711906600538,Normal
DTAA/TFS0216,6.985507246376812,0.0974030129272782,15.032608695652174,0.0727391128742776,8.047126409017714,8.320833333333333,7.779444444444445,0.1252108238225291,345,345,1.0,1,PC-0502,100.0,0,0,100.0,0,345,2010-01-04 07:07:08,2011-05-13 14:59:29,0.09970670310894375,Normal
DTAA/ICF0629,6.985072463768117,0.0935683791051394,15.035362318840582,0.0730522657028728,8.04982850241546,8.322222222222223,7.788055555555555,0.119162764183799,345,345,1.0,1,PC-3067,100.0,0,0,100.0,0,345,2010-01-04 07:01:09,2011-05-13 14:59:22,0.099979494739107,Normal
DTAA/ECG0753,7.489951690821256,0.0932760288395675,15.537487922705314,0.0689680434675047,8.04710305958132,8.311944444444444,7.781111111111111,0.1110002419549353,345,345,1.0,1,PC-1669,100.0,0,0,100.0,0,345,2010-01-04 07:30:03,2011-05-13 15:27:02,0.10019733132408815,Normal
DTAA/LCK0551,9.236135265700485,0.0975070778395765,20.286425120772947,0.0716416912506385,11.050882447665057,11.31638888888889,10.773055555555556,0.119466214941156,345,345,1.0,1,PC-3491,100.0,0,0,0.0,0,345,2010-01-04 09:08:38,2011-05-13 20:11:24,0.10049170928532564,Normal
DTAA/KVH0355,12.14415458937198,2.108244965960496,17.53806763285024,0.0739819051247361,5.393884057971015,9.261944444444444,2.895277777777778,2.110450082971614,345,345,1.0,1,PC-0826,100.0,0,0,0.0,0,345,2010-01-04 13:07:40,2011-05-13 17:31:21,0.10054926909724965,Normal
DTAA/IIR0475,11.669227053140094,1.937043031459536,17.79135265700483,0.0739271213003259,6.122107085346215,10.283888888888889,3.902222222222222,1.939016570221337,345,345,1.0,1,PC-0231,100.0,0,0,17.681159420289855,0,345,2010-01-04 11:33:36,2011-05-13 17:51:02,0.1008486463894151,Normal
DTAA/RER0237,10.9612077294686,2.063072015347152,17.2787922705314,0.0735672164798858,6.318243961352657,10.300277777777778,3.788611111111111,2.063899982999068,345,345,1.0,1,PC-1175,100.0,0,0,21.44927536231884,0,345,2010-01-04 11:06:27,2011-05-13 17:14:33,0.10134630328649363,Normal
DTAA/HBF0035,11.080096618357487,2.0735864998957485,17.533768115942028,0.0731730830199386,6.453940418679549,10.281944444444443,3.988888888888889,2.079449491441624,345,345,1.0,1,PC-0991,100.0,0,0,23.47826086956522,0,345,2010-01-04 11:38:33,2011-05-13 17:38:44,0.10153310419813111,Normal
DTAA/BCG0303,6.990386473429952,0.098002557960941,15.032995169082126,0.0727530443868192,8.042768921095009,8.3075,7.774166666666667,0.119467766195335,345,345,1.0,1,PC-3363,100.0,0,0,100.0,0,345,2010-01-04 06:59:56,2011-05-13 14:55:58,0.10197816361601525,Normal
DTAA/NKM0018,10.61391304347826,2.0761106548238013,16.031111111111112,0.0717528476477706,5.4170579710144935,9.302777777777775,2.8075,2.0718958131124428,345,345,1.0,1,PC-3107,100.0,0,0,22.89855072463768,0,345,2010-01-04 10:58:47,2011-05-13 16:00:55,0.1024186892769971,Normal
DTAA/MGF0743,6.744734299516908,0.09420619976413,15.7756038647343,0.0687994425305465,9.03064734299517,9.321388888888889,8.759444444444444,0.116111337450977,345,345,1.0,1,PC-2137,100.0,0,0,100.0,0,345,2010-01-04 06:40:18,2011-05-13 15:49:28,0.10243641795796221,Normal
DTAA/CZB0163,6.989661835748793,0.0977841465559712,15.031787439613527,0.0705679701257558,8.042202898550725,8.307222222222222,7.771944444444444,0.1191607094463367,345,345,1.0,1,PC-0016,100.0,0,0,100.0,0,345,2010-01-04 06:50:12,2011-05-13 15:04:21,0.10259188043601652,Normal
DTAA/CAR0015,10.784492753623187,1.9433806377031917,16.035797101449276,0.0687270097193162,5.2511095008051525,9.2875,2.870555555555556,1.9483985953089324,345,345,1.0,1,PC-0700,100.0,0,0,18.84057971014493,0,345,2010-01-04 11:29:35,2011-05-13 16:05:15,0.10263054500997792,Normal
DTAA/BJC0569,10.686908212560388,2.098602210981297,16.034830917874395,0.0755161743029789,5.3484742351046695,9.281944444444443,2.894722222222222,2.096647019717167,345,345,1.0,1,PC-2588,100.0,0,0,22.608695652173918,0,345,2010-01-04 06:51:25,2011-05-13 16:08:20,0.10285723617937104,Normal
DTAA/OBF0564,7.23903381642512,0.099602085337169,18.287053140096617,0.0698709964666982,11.047485507246376,11.31638888888889,10.7725,0.1187024164046129,345,345,1.0,1,PC-3120,100.0,0,0,100.0,0,345,2010-01-04 07:11:22,2011-05-13 18:18:06,0.10300768176509867,Normal
DTAA/OAR0291,10.547729468599034,1.9489513423553555,15.785507246376811,0.0717599584040705,5.237350241545894,9.286944444444444,2.9591666666666665,1.9519656590886645,345,345,1.0,1,PC-2700,100.0,0,0,18.84057971014493,0,345,2010-01-04 11:49:20,2011-05-13 15:41:17,0.10318621803603562,Normal
DTAA/CNS0950,8.991980676328502,0.0959201979774448,20.0348309178744,0.0735113594727968,11.043289855072464,11.303333333333333,10.7625,0.1205707904962228,345,345,1.0,1,PC-3209,100.0,0,0,0.0,0,345,2010-01-04 09:08:03,2011-05-13 20:04:36,0.10319817615014798,Normal
DTAA/MWH0853,6.738260869565218,0.0944599239216178,15.77685990338164,0.0757603236114498,9.03912238325282,9.325,8.791666666666666,0.1231171103867593,345,345,1.0,1,PC-3024,100.0,0,0,100.0,0,345,2010-01-04 06:35:17,2011-05-13 15:43:25,0.10355817290265529,Normal
DTAA/DDW0643,11.350144927536231,1.989112600855787,17.530579710144927,0.0740005685643599,6.180604669887279,10.317222222222222,3.7708333333333335,1.9876866647928253,345,345,1.0,1,PC-0912,100.0,0,0,18.84057971014493,0,345,2010-01-04 12:31:26,2011-05-13 17:38:13,0.1039184801815316,Normal
DTAA/QZD0164,12.320144927536234,1.955534238647208,17.53903381642512,0.0710504003003561,5.218743961352657,9.293055555555556,2.8569444444444443,1.9501852647305853,345,345,1.0,1,PC-4694,100.0,0,0,0.0,0,345,2010-01-04 08:36:01,2011-05-13 17:26:00,0.10419052128058465,Normal
DTAA/HTG0554,6.994106280193237,0.0940187060932952,18.03014492753623,0.0720757093306724,11.03598309178744,11.2875,10.759444444444444,0.1193261046579101,345,345,1.0,1,PC-0010,100.0,0,0,100.0,0,345,2010-01-04 06:50:19,2011-05-13 18:03:04,0.1042737274368144,Normal
DTAA/ALN0201,7.4976811594202895,0.0920504726659873,18.53579710144928,0.0689733034850523,11.038024959742351,11.3125,10.76722222222222,0.1191812193099085,345,345,1.0,1,PC-4853,100.0,0,0,100.0,0,345,2010-01-04 07:23:40,2011-05-13 18:32:02,0.1044237205276835,Normal
DTAA/RRL0780,11.666135265700484,2.129829716172844,17.03159420289855,0.0693980408944733,5.365357487922705,9.289444444444444,2.9077777777777776,2.1276806141938245,345,345,1.0,1,PC-2526,100.0,0,0,14.20289855072464,0,345,2010-01-04 07:59:31,2011-05-13 17:03:12,0.10447650299092875,Normal
DTAA/BCS0374,8.989903381642513,0.0935776339917424,20.034251207729465,0.0717308259274456,11.04494847020934,11.306944444444444,10.754444444444443,0.1170878545657226,345,345,1.0,1,PC-1028,100.0,0,0,0.0,0,345,2010-01-04 09:08:11,2011-05-13 20:07:08,0.10460530752528846,Normal
DTAA/DBA0367,7.235217391304347,0.096618335720703,15.290144927536232,0.0696137246971981,8.054814814814815,8.321388888888889,7.777777777777778,0.1192865169924299,345,345,1.0,1,PC-3885,100.0,0,0,100.0,0,345,2010-01-04 07:19:06,2011-05-13 15:18:40,0.10462410107193398,Normal
DTAA/MBZ0932,6.484299516908213,0.0967696949107783,16.52700483091788,0.0723099507796979,10.042730273752014,10.297222222222222,9.789166666666668,0.1161944721943291,345,345,1.0,1,PC-2560,100.0,0,0,100.0,0,345,2010-01-04 06:29:33,2011-05-13 16:38:54,0.10492404059232924,Normal
DTAA/BNG0510,8.986425120772946,0.0937575472252019,20.03502415458937,0.0720200929928911,11.048719806763286,11.31861111111111,10.788333333333334,0.1199050260120659,345,345,1.0,1,PC-2048,100.0,0,0,0.0,0,345,2010-01-04 09:07:23,2011-05-13 20:03:03,0.10510032081462828,Normal
DTAA/PTH0957,8.48951690821256,0.0922397087848719,19.53280193236715,0.0769064819959882,11.043563607085346,11.31638888888889,10.78138888888889,0.1176788305489137,345,345,1.0,1,PC-0057,100.0,0,0,0.0,0,345,2010-01-04 08:20:22,2011-05-13 19:28:49,0.10517030657482651,Normal
DTAA/AJS0917,6.491690821256039,0.0979697377014914,16.535555555555554,0.0711538953980643,10.044000805152978,10.327777777777778,9.760555555555555,0.1229170361944085,345,345,1.0,1,PC-2082,100.0,0,0,100.0,0,345,2010-01-04 06:27:17,2011-05-13 16:36:48,0.1052057829462269,Normal
DTAA/MCR0314,6.490338164251209,0.0970746950735504,16.534299516908213,0.0740074317303087,10.04419887278583,10.313611111111111,9.774444444444445,0.1217618246116673,345,345,1.0,1,PC-0248,100.0,0,0,100.0,0,345,2010-01-04 06:21:49,2011-05-13 16:29:11,0.10531117667661721,Normal
DTAA/AKP0173,7.241787439613527,0.0936028426621733,15.279178743961351,0.0736230311088732,8.03647342995169,8.317222222222222,7.772222222222222,0.1190453632955513,345,345,1.0,1,PC-2876,100.0,0,0,100.0,0,345,2010-01-04 07:24:22,2011-05-13 15:23:16,0.10542032209751617,Normal
DTAA/DTD0380,12.122705314009664,1.9518691164106388,17.28497584541063,0.0715544081771935,5.162398550724638,9.29861111111111,2.9458333333333333,1.9567832359596464,345,345,1.0,1,PC-2496,100.0,0,0,0.0,0,345,2010-01-04 12:15:46,2011-05-13 17:11:51,0.10549295350785243,Normal
DTAA/HSR0472,12.158502415458935,1.9348656164093847,17.282850241545894,0.0708003237319028,5.12412077294686,9.283055555555556,2.8719444444444444,1.9270691089159249,345,345,1.0,1,PC-3512,100.0,0,0,0.0,0,345,2010-01-04 12:57:07,2011-05-13 17:18:35,0.10562380029968643,Normal
DTAA/EFS0114,6.993574879227053,0.0969734487099907,18.03072463768116,0.0729895694585685,11.037508051529793,11.303333333333333,10.758611111111112,0.1191564414682143,345,345,1.0,1,PC-3607,100.0,0,0,100.0,0,345,2010-01-04 07:07:38,2011-05-13 18:08:27,0.10578082109855763,Normal
DTAA/GCH0545,8.73719806763285,0.0964043875526812,19.779855072463768,0.0737786750249655,11.04261352657005,11.31861111111111,10.767777777777775,0.1256652118971552,345,345,1.0,1,PC-4690,100.0,0,0,0.0,0,345,2010-01-04 08:48:39,2011-05-13 19:40:25,0.10631630169811251,Normal
DTAA/LIB0089,7.241545893719807,0.0983152323869371,15.285410628019324,0.0725795951058901,8.04406038647343,8.3025,7.773055555555556,0.1223553746522049,345,345,1.0,1,PC-0458,100.0,0,0,100.0,0,345,2010-01-04 07:14:37,2011-05-13 15:14:52,0.10710248148616269,Normal
DTAA/XHN0227,6.735072463768117,0.0925618877674343,16.783091787439613,0.0739424116841292,10.0476038647343,10.29861111111111,9.771944444444443,0.1189245837680827,345,345,1.0,1,PC-0440,100.0,0,0,100.0,0,345,2010-01-04 06:46:56,2011-05-13 16:43:02,0.10718171242044522,Normal
DTAA/BCV0109,6.73830917874396,0.0988477269484234,15.778115942028982,0.0698269322815854,9.040174718196456,9.321388888888889,8.767777777777777,0.1179137947606072,345,345,1.0,1,PC-0023,100.0,0,0,100.0,0,345,2010-01-04 06:50:34,2011-05-13 15:40:47,0.10762979438740233,Normal
DTAA/SSH0085,7.741932367149759,0.0988963741929962,18.784396135265705,0.0735464063488433,11.04267149758454,11.318055555555556,10.77111111111111,0.1324209008461315,345,345,1.0,1,PC-0903,100.0,0,0,100.0,0,345,2010-01-04 07:46:06,2011-05-13 18:46:19,0.10763305765209419,Normal
DTAA/ALL0155,8.492463768115943,0.1004811618188348,19.536183574879228,0.0708413706391301,11.043330917874396,11.32,10.768333333333333,0.1279208671194002,345,345,1.0,1,PC-2670,100.0,0,0,0.0,0,345,2010-01-04 08:32:16,2011-05-13 19:38:36,0.10784197983752997,Normal
DTAA/OSS0859,11.02352657004831,2.038689799724796,16.288212560386473,0.0739014719403907,5.265243961352657,9.273888888888887,2.899722222222222,2.0378303931225985,345,345,1.0,1,PC-3867,100.0,0,0,20.57971014492753,0,345,2010-01-04 07:12:56,2011-05-13 16:14:24,0.10815859497293023,Normal
DTAA/KBP0188,7.249516908212559,0.0977529769207721,15.280676328502414,0.0730486451451385,8.031632045088568,8.3225,7.766111111111111,0.1211861788569069,345,345,1.0,1,PC-3087,100.0,0,0,100.0,0,345,2010-01-04 07:23:23,2011-05-13 15:14:44,0.10821765564609276,Normal
DTAA/JMC0233,11.454927536231883,1.900628857638508,16.528599033816427,0.0735879253070892,5.0739347826086965,9.291666666666666,2.8775,1.90019738163678,345,345,1.0,1,PC-0805,100.0,0,0,17.101449275362317,0,345,2010-01-04 13:15:41,2011-05-13 16:29:01,0.10844296255568597,Normal
DTAA/NJD0267,6.744541062801932,0.0980016265330873,15.785942028985506,0.0720766835334337,9.040961352657003,9.323888888888888,8.767777777777777,0.126892066464995,345,345,1.0,1,PC-0299,100.0,0,0,100.0,0,345,2010-01-04 06:44:34,2011-05-13 15:46:50,0.10845801001959554,Normal
DTAA/TLV0936,7.232898550724639,0.0931121289311711,16.281400966183575,0.0761717379045174,9.048370370370373,9.305833333333334,8.776944444444444,0.1107973665788484,345,345,1.0,1,PC-1917,100.0,0,0,100.0,0,345,2010-01-04 07:23:00,2011-05-13 16:18:00,0.10850429419299695,Normal
DTAA/SSW0815,7.241449275362319,0.0983889578924616,15.284057971014496,0.0725390155316092,8.042454911433174,8.309444444444445,7.770833333333333,0.121390994368593,345,345,1.0,1,PC-0542,100.0,0,0,100.0,0,345,2010-01-04 07:06:33,2011-05-13 15:22:12,0.1085811073751698,Normal
DTAA/NMR0621,11.89574879227053,1.9491823042130985,17.032028985507246,0.0692270386361301,5.135879227053141,9.265555555555556,2.951111111111111,1.950030930989284,345,345,1.0,1,PC-3148,100.0,0,0,10.434782608695652,0,345,2010-01-04 12:25:47,2011-05-13 16:56:14,0.10861869951470116,Normal
DTAA/YCB0005,11.55096618357488,1.9578270912092224,16.78193236714976,0.069318400386468,5.230615136876007,9.258611111111112,2.9466666666666668,1.9548800335120569,345,345,1.0,1,PC-3392,100.0,0,0,18.84057971014493,0,345,2010-01-04 13:23:32,2011-05-13 16:53:40,0.10886821934015611,Normal
DTAA/CAW0976,11.688937198067633,2.1179955613546118,17.033429951690824,0.0726260176615351,5.344185185185185,9.313888888888888,2.8666666666666667,2.124613534943104,345,345,1.0,1,PC-4600,100.0,0,0,10.434782608695652,0,345,2010-01-04 08:04:05,2011-05-13 17:00:09,0.10888479873734813,Normal
DTAA/OXC0609,7.23391304347826,0.0954960470415489,15.272850241545893,0.071451984569641,8.038309178743962,8.319166666666666,7.772777777777778,0.1212797463290557,345,345,1.0,1,PC-0313,100.0,0,0,100.0,0,345,2010-01-04 07:20:27,2011-05-13 15:20:49,0.10919651948648773,Normal
DTAA/ARB0050,8.747971014492753,0.0985967719897752,19.779951690821257,0.0731898101202196,11.031933172302738,11.315555555555555,10.763333333333334,0.1241112040703218,345,345,1.0,1,PC-0115,100.0,0,0,0.0,0,345,2010-01-04 08:36:28,2011-05-13 19:41:27,0.10933567130866145,Normal
DTAA/WBW0591,7.739565217391305,0.09286029253008,18.78381642512077,0.0722230864241848,11.04387922705314,11.304722222222225,10.777222222222225,0.1113558528551207,345,345,1.0,1,PC-0249,100.0,0,0,100.0,0,345,2010-01-04 07:52:45,2011-05-13 18:50:54,0.10935935189611484,Normal
DTAA/GJH0384,8.744927536231884,0.0930786404049246,19.787874396135265,0.073380382666191,11.043183574879226,11.323611111111113,10.779166666666669,0.1156118894625528,345,345,1.0,1,PC-4272,100.0,0,0,0.0,0,345,2010-01-04 08:47:13,2011-05-13 19:50:16,0.10941375395124742,Normal
DTAA/IHF0040,11.425652173913043,1.9318871816955785,16.538357487922706,0.0769379745914822,5.112257648953301,9.261111111111113,2.855277777777778,1.9284979349706792,345,345,1.0,1,PC-4092,100.0,0,0,17.681159420289855,0,345,2010-01-04 07:37:08,2011-05-13 16:33:28,0.10954116623525817,Normal
DTAA/WLB0169,11.68743961352657,2.076020509995585,17.02975845410628,0.0724932475706508,5.342227858293075,9.285277777777775,2.8855555555555554,2.085572110874373,345,345,1.0,1,PC-0986,100.0,0,0,10.144927536231885,0,345,2010-01-04 13:37:32,2011-05-13 17:06:46,0.10967004216001575,Normal
DTAA/CCB0496,11.134975845410628,1.9106791904268243,16.279855072463764,0.0720958726437496,5.145373590982287,9.276666666666667,2.879722222222222,1.9128184706308755,345,345,1.0,1,PC-0214,100.0,0,0,17.391304347826086,0,345,2010-01-04 12:44:28,2011-05-13 16:21:45,0.10970834359873388,Normal
DTAA/JSH0326,11.864685990338163,1.8962044162631837,17.03,0.0724880815294781,5.165376006441224,9.296388888888888,2.924166666666667,1.899461042087407,345,345,1.0,1,PC-4305,100.0,0,0,9.27536231884058,0,345,2010-01-04 12:05:58,2011-05-13 17:07:10,0.10979886411359124,Normal
DTAA/SCB0529,7.484347826086957,0.0977117133393762,18.5356038647343,0.0728070721321922,11.05123349436393,11.323333333333334,10.75388888888889,0.1281320248102972,345,345,1.0,1,PC-1462,100.0,0,0,100.0,0,345,2010-01-04 07:23:33,2011-05-13 18:39:27,0.11012250607716295,Normal
DTAA/ANS0172,7.4964251207729475,0.09487057490128,18.53352657004831,0.0744811598404539,11.037562801932369,11.316944444444443,10.765833333333331,0.1243578975133385,345,345,1.0,1,PC-2718,100.0,0,0,100.0,0,345,2010-01-04 07:36:09,2011-05-13 18:39:12,0.110195347937796,Normal
DTAA/ALW0694,11.054541062801931,2.0109564209778057,16.28526570048309,0.0725891721881465,5.230999999999999,9.301111111111112,2.952777777777778,2.011566533124632,345,345,1.0,1,PC-0415,100.0,0,0,20.0,0,345,2010-01-04 11:36:59,2011-05-13 16:17:32,0.11033559635614759,Normal
DTAA/SCJ0498,11.608260869565218,1.9887019880122607,16.778695652173912,0.0674810179820147,5.17063768115942,9.29,2.863611111111111,1.992713734533012,345,345,1.0,1,PC-3235,100.0,0,0,19.130434782608692,0,345,2010-01-04 11:30:56,2011-05-13 16:45:45,0.11056237573617278,Normal
DTAA/QCD0829,11.201690821256038,2.02029700972154,16.533236714975846,0.0720343260267501,5.331290660225442,9.318333333333332,2.8966666666666665,2.017807719672764,345,345,1.0,1,PC-0386,100.0,0,0,20.869565217391305,0,345,2010-01-04 13:16:53,2011-05-13 16:39:43,0.11070475830173615,Normal
DTAA/GJG0820,6.982270531400966,0.0979711711301712,16.03545893719807,0.076578924796757,9.053289049919483,9.324166666666668,8.792777777777777,0.1228643465852954,345,345,1.0,1,PC-2498,100.0,0,0,100.0,0,345,2010-01-04 07:00:53,2011-05-13 16:09:02,0.11077823628500105,Normal
DTAA/JBS0483,11.867101449275362,1.91345593165984,17.030676328502416,0.0716310072410489,5.164624798711755,9.240833333333333,2.861388888888889,1.9093901734210004,345,345,1.0,1,PC-4011,100.0,0,0,7.246376811594203,0,345,2010-01-04 12:27:51,2011-05-13 17:05:22,0.11087593068448315,Normal
DTAA/JHM0408,11.643574879227051,1.9322645835428804,16.781159420289853,0.0732633256545718,5.137942834138486,9.299722222222222,2.923888888888889,1.9300112445116888,345,345,1.0,1,PC-2344,100.0,0,0,17.681159420289855,0,345,2010-01-04 12:07:36,2011-05-13 16:47:06,0.11112828822430304,Normal
DTAA/LCP0359,8.735700483091787,0.0955402519600926,19.78314009661836,0.0718095836068851,11.046762479871177,11.32972222222222,10.786666666666669,0.1229154895942333,345,345,1.0,1,PC-2902,100.0,0,0,0.0,0,345,2010-01-04 08:46:06,2011-05-13 19:47:46,0.1111680226428911,Normal
DTAA/RJP0345,11.86111111111111,1.9531137488909356,17.03570048309179,0.0756114213027348,5.174532206119163,9.273055555555556,2.9588888888888887,1.9447296370865672,345,345,1.0,1,PC-3284,100.0,0,0,7.82608695652174,0,345,2010-01-04 13:25:09,2011-05-13 16:58:32,0.11126788024549894,Normal
DTAA/SLC0778,11.224782608695651,2.016732771536597,16.529855072463768,0.0752953589516242,5.305986312399356,9.327777777777778,2.9,2.0207983137478616,345,345,1.0,1,PC-3199,100.0,0,0,20.57971014492753,0,345,2010-01-04 11:36:41,2011-05-13 16:33:03,0.11136544102261836,Normal
DTAA/HSH0981,8.48816425120773,0.0937785894941259,19.53710144927536,0.074699901421898,11.049458937198068,11.318333333333332,10.756666666666666,0.1191897966280772,345,345,1.0,1,PC-2723,100.0,0,0,0.0,0,345,2010-01-04 08:25:52,2011-05-13 19:35:18,0.11136807554039968,Normal
DTAA/RKC0733,7.982270531400967,0.0947789021623375,19.024734299516908,0.0690242200804912,11.042610305958132,11.301944444444445,10.769722222222224,0.1131084018873718,345,345,1.0,1,PC-2354,100.0,0,0,52.7536231884058,0,345,2010-01-04 07:53:28,2011-05-13 18:58:51,0.11138218698246738,Normal
DTAA/BNN0072,8.251690821256037,0.0929849241559411,19.278599033816427,0.0680937513902114,11.026755233494365,11.304722222222225,10.769444444444444,0.1176799856365532,345,345,1.0,1,PC-0335,100.0,0,0,0.0,0,345,2010-01-04 08:08:19,2011-05-13 19:13:50,0.11139953943722947,Normal
DTAA/DAG0754,11.928019323671496,1.9700582795817247,17.036763285024154,0.0719468361146153,5.108747987117552,9.294444444444444,2.8827777777777777,1.9720426586602275,345,345,1.0,1,PC-2712,100.0,0,0,8.695652173913043,0,345,2010-01-04 12:38:04,2011-05-13 16:55:04,0.11145673137529122,Normal
DTAA/ELA0741,11.846521739130436,1.982692997632916,17.031932367149757,0.0735462154029514,5.185061996779388,9.305555555555555,2.8025,1.9863176520137529,345,345,1.0,1,PC-1751,100.0,0,0,10.72463768115942,0,345,2010-01-04 12:30:45,2011-05-13 16:57:42,0.11172259765237902,Normal
DTAA/MXM0838,11.289082125603864,1.9226003436528545,16.540193236714977,0.0709589266362623,5.25152576489533,9.316944444444443,2.9633333333333334,1.9337449704989145,345,345,1.0,1,PC-4983,100.0,0,0,18.55072463768116,0,345,2010-01-04 12:14:07,2011-05-13 16:27:16,0.11184853759656405,Normal
DTAA/KBC0337,7.493091787439613,0.0959100953786204,18.534444444444443,0.0755763100389546,11.041874396135263,11.294444444444444,10.766388888888889,0.1193389364296053,345,345,1.0,1,PC-1303,100.0,0,0,100.0,0,345,2010-01-04 07:26:39,2011-05-13 18:34:35,0.11189370596711873,Normal
DTAA/BYB0347,11.78574879227053,2.00231309102473,17.0275845410628,0.0727813174775177,5.241742351046699,9.284166666666666,2.8669444444444445,1.9971887091840237,345,345,1.0,1,PC-0714,100.0,0,0,9.855072463768115,0,345,2010-01-04 11:50:39,2011-05-13 16:55:51,0.11203265411432384,Normal
DTAA/JXG0567,7.481062801932367,0.0937078807256092,18.526956521739127,0.0705248392348881,11.045342190016104,11.32611111111111,10.785277777777775,0.1158452645002531,345,345,1.0,1,PC-3192,100.0,0,0,100.0,0,345,2010-01-04 07:29:38,2011-05-13 18:30:05,0.11213158159059072,Normal
DTAA/JQH0724,8.732657004830918,0.0957824767486934,19.783429951690824,0.0726482512902672,11.051134460547503,11.317777777777778,10.771666666666668,0.1190685643479438,345,345,1.0,1,PC-3070,100.0,0,0,0.0,0,345,2010-01-04 08:52:25,2011-05-13 19:54:21,0.11219192832344066,Normal
DTAA/HCP0315,11.9012077294686,1.991299548648204,17.036376811594202,0.0707991005524033,5.134773752012883,9.297222222222222,2.803888888888889,1.986841570746526,345,345,1.0,1,PC-3058,100.0,0,0,9.565217391304348,0,345,2010-01-04 07:53:25,2011-05-13 17:04:16,0.11223133845532252,Normal
DTAA/CNT0514,6.734734299516909,0.0954325217812777,15.788840579710143,0.0694683252950668,9.053202093397744,9.32,8.756388888888889,0.1206311943330077,345,345,1.0,1,PC-2053,100.0,0,0,100.0,0,345,2010-01-04 06:50:39,2011-05-13 15:48:57,0.11240143645989675,Normal
DTAA/BIM0736,7.738743961352656,0.0965223820445499,18.78415458937198,0.0692228122664909,11.046148148148148,11.321944444444444,10.786111111111111,0.1174656849769132,345,345,1.0,1,PC-2520,100.0,0,0,100.0,0,345,2010-01-04 07:42:42,2011-05-13 18:45:09,0.11240937236281873,Normal
DTAA/RIM0938,8.748309178743963,0.0941928570089079,19.78792270531401,0.0721622970043155,11.039923510466988,11.30638888888889,10.760555555555555,0.1183107657559977,345,345,1.0,1,PC-1089,100.0,0,0,0.0,0,345,2010-01-04 08:39:58,2011-05-13 19:42:27,0.11246960244475013,Normal
